"","Overall","marker","n.fold","method","variable"
"V3535216",0.425682283821222,"V3535","3","BO","17"
"V3536216",0,"V3536","3","BO","17"
"V3537216",0,"V3537","3","BO","17"
"V3538216",0,"V3538","3","BO","17"
"V3539216",0,"V3539","3","BO","17"
"V3540216",0,"V3540","3","BO","17"
"V3541316",0,"V3541","3","BO","17"
"V3542217",0.169042691488793,"V3542","3","BO","17"
"V3543216",0.388021114546281,"V3543","3","BO","17"
"V3544216",0,"V3544","3","BO","17"
"V3545216",0,"V3545","3","BO","17"
"V3546216",0,"V3546","3","BO","17"
"V3547216",0,"V3547","3","BO","17"
"V3548216",0,"V3548","3","BO","17"
"V3549216",0,"V3549","3","BO","17"
"V3550216",0,"V3550","3","BO","17"
"V3551316",0,"V3551","3","BO","17"
"V3552217",0,"V3552","3","BO","17"
"V3553216",0,"V3553","3","BO","17"
"V3554216",0,"V3554","3","BO","17"
"V3555216",0.262773701378189,"V3555","3","BO","17"
"V3556216",0,"V3556","3","BO","17"
"V3557216",0,"V3557","3","BO","17"
"V3558216",0,"V3558","3","BO","17"
"V3559216",0,"V3559","3","BO","17"
"V3560216",0,"V3560","3","BO","17"
"V3561316",0.340680535299458,"V3561","3","BO","17"
"V3562217",0,"V3562","3","BO","17"
"V3563216",0,"V3563","3","BO","17"
"V3564216",0,"V3564","3","BO","17"
"V3565216",0,"V3565","3","BO","17"
"V3566216",0,"V3566","3","BO","17"
"V3567216",0,"V3567","3","BO","17"
"V3568216",0,"V3568","3","BO","17"
"V3569216",0,"V3569","3","BO","17"
"V3570216",0,"V3570","3","BO","17"
"V3571316",0,"V3571","3","BO","17"
"V3572217",0,"V3572","3","BO","17"
"V3573216",0,"V3573","3","BO","17"
"V3574216",0,"V3574","3","BO","17"
"V3575216",0,"V3575","3","BO","17"
"V3576216",0,"V3576","3","BO","17"
"V3577216",0,"V3577","3","BO","17"
"V3578216",0,"V3578","3","BO","17"
"V3579216",0,"V3579","3","BO","17"
"V3580216",0,"V3580","3","BO","17"
"V3581316",0,"V3581","3","BO","17"
"V3582217",0,"V3582","3","BO","17"
"V3583216",0,"V3583","3","BO","17"
"V3584216",0,"V3584","3","BO","17"
"V3585216",0,"V3585","3","BO","17"
"V3586216",0,"V3586","3","BO","17"
"V3587216",0.469522120492284,"V3587","3","BO","17"
"V3588216",0,"V3588","3","BO","17"
"V3589216",0,"V3589","3","BO","17"
"V3590216",0.216424476010494,"V3590","3","BO","17"
"V3591316",0,"V3591","3","BO","17"
"V3592217",0,"V3592","3","BO","17"
"V3593216",0,"V3593","3","BO","17"
"V3594216",0,"V3594","3","BO","17"
"V3595216",0,"V3595","3","BO","17"
"V3596216",0.160361164568278,"V3596","3","BO","17"
"V3597216",0,"V3597","3","BO","17"
"V3598216",0,"V3598","3","BO","17"
"V3599216",0,"V3599","3","BO","17"
"V3600216",0,"V3600","3","BO","17"
"V3601316",0,"V3601","3","BO","17"
"V3602217",0,"V3602","3","BO","17"
"V3603216",0.65198001809766,"V3603","3","BO","17"
"V3604216",0,"V3604","3","BO","17"
"V3605216",0,"V3605","3","BO","17"
"V3606216",0,"V3606","3","BO","17"
"V3607216",0.435825345864503,"V3607","3","BO","17"
"V3608216",0,"V3608","3","BO","17"
"V3609216",0,"V3609","3","BO","17"
"V3610316",0,"V3610","3","BO","17"
"V3611316",0,"V3611","3","BO","17"
"V3612217",0.257533541227968,"V3612","3","BO","17"
"V3613217",0.69370682137444,"V3613","3","BO","17"
"V3614217",0.421754301931315,"V3614","3","BO","17"
"V3615216",0,"V3615","3","BO","17"
"V3616216",0,"V3616","3","BO","17"
"V3617216",0,"V3617","3","BO","17"
"V3618216",0.310022086089448,"V3618","3","BO","17"
"V3619216",0,"V3619","3","BO","17"
"V3620216",0,"V3620","3","BO","17"
"V3621316",0,"V3621","3","BO","17"
"V3622217",0.36011911432881,"V3622","3","BO","17"
"V3623216",0,"V3623","3","BO","17"
"V3624216",0,"V3624","3","BO","17"
"V3625216",0.179054540557003,"V3625","3","BO","17"
"V3626216",0,"V3626","3","BO","17"
"V3627216",0,"V3627","3","BO","17"
"V3628216",0,"V3628","3","BO","17"
"V3629216",0,"V3629","3","BO","17"
"V3630216",0,"V3630","3","BO","17"
"V3631316",0,"V3631","3","BO","17"
"V3632217",0,"V3632","3","BO","17"
"V3633216",0,"V3633","3","BO","17"
"V3634216",0,"V3634","3","BO","17"
"V3635216",0.275330381277989,"V3635","3","BO","17"
"V3636216",0,"V3636","3","BO","17"
"V3637216",0.315580644798754,"V3637","3","BO","17"
"V3638216",0,"V3638","3","BO","17"
"V3639216",0,"V3639","3","BO","17"
"V3640216",0,"V3640","3","BO","17"
"V3641316",0.272371733157999,"V3641","3","BO","17"
"V3642217",0.609814513929949,"V3642","3","BO","17"
"V3643216",0,"V3643","3","BO","17"
"V3644216",0,"V3644","3","BO","17"
"V3645216",0,"V3645","3","BO","17"
"V3646216",0,"V3646","3","BO","17"
"V3647216",0,"V3647","3","BO","17"
"V3648216",0,"V3648","3","BO","17"
"V3649216",0,"V3649","3","BO","17"
"V3650216",0,"V3650","3","BO","17"
"V3651316",0,"V3651","3","BO","17"
"V3652217",0,"V3652","3","BO","17"
"V3653216",0,"V3653","3","BO","17"
"V3654216",0,"V3654","3","BO","17"
"V3655216",0,"V3655","3","BO","17"
"V3656216",0.334952459631165,"V3656","3","BO","17"
"V3657216",0,"V3657","3","BO","17"
"V3658216",0,"V3658","3","BO","17"
"V3659216",0,"V3659","3","BO","17"
"V3660216",0.322920500948032,"V3660","3","BO","17"
"V3661316",0,"V3661","3","BO","17"
"V3662217",0,"V3662","3","BO","17"
"V3663216",0,"V3663","3","BO","17"
"V3664216",0,"V3664","3","BO","17"
"V3665216",0.411290297654047,"V3665","3","BO","17"
"V3666216",0,"V3666","3","BO","17"
"V3667216",0,"V3667","3","BO","17"
"V3668216",0,"V3668","3","BO","17"
"V3669216",0,"V3669","3","BO","17"
"V3670216",0.219680356139162,"V3670","3","BO","17"
"V3671316",0,"V3671","3","BO","17"
"V3672217",0,"V3672","3","BO","17"
"V3673216",0.858978859611704,"V3673","3","BO","17"
"V3674216",0,"V3674","3","BO","17"
"V3675216",0,"V3675","3","BO","17"
"V3676216",0.369484453790856,"V3676","3","BO","17"
"V3677216",0,"V3677","3","BO","17"
"V3678216",0,"V3678","3","BO","17"
"V3679216",0,"V3679","3","BO","17"
"V3680216",0,"V3680","3","BO","17"
"V3681316",0,"V3681","3","BO","17"
"V3682217",0,"V3682","3","BO","17"
"V3683216",0,"V3683","3","BO","17"
"V3684216",0,"V3684","3","BO","17"
"V3685216",0,"V3685","3","BO","17"
"V3686216",0,"V3686","3","BO","17"
"V3687216",0,"V3687","3","BO","17"
"V3688216",0,"V3688","3","BO","17"
"V3689216",0,"V3689","3","BO","17"
"V3690216",0,"V3690","3","BO","17"
"V3691316",0,"V3691","3","BO","17"
"V3692217",0,"V3692","3","BO","17"
"V3693216",0.755860706335782,"V3693","3","BO","17"
"V3694216",0,"V3694","3","BO","17"
"V3695216",0,"V3695","3","BO","17"
"V3696216",1.36766894582718,"V3696","3","BO","17"
"V3697216",0,"V3697","3","BO","17"
"V3698216",0,"V3698","3","BO","17"
"V3699216",0,"V3699","3","BO","17"
"V3700216",0,"V3700","3","BO","17"
"V3701316",0,"V3701","3","BO","17"
"V3702217",0.267648746013294,"V3702","3","BO","17"
"V3703216",0,"V3703","3","BO","17"
"V3704216",0.295453860031058,"V3704","3","BO","17"
"V3705216",0,"V3705","3","BO","17"
"V3706216",0,"V3706","3","BO","17"
"V3707216",0.482168351141287,"V3707","3","BO","17"
"V3708216",0,"V3708","3","BO","17"
"V3709216",0,"V3709","3","BO","17"
"V3710316",0,"V3710","3","BO","17"
"V3711316",0,"V3711","3","BO","17"
"V3712217",0.233992287969566,"V3712","3","BO","17"
"V3713217",0,"V3713","3","BO","17"
"V3714217",0,"V3714","3","BO","17"
"V3715216",0,"V3715","3","BO","17"
"V3716216",0,"V3716","3","BO","17"
"V3717216",0.293604463968734,"V3717","3","BO","17"
"V3718216",0,"V3718","3","BO","17"
"V3719216",0,"V3719","3","BO","17"
"V3720216",0,"V3720","3","BO","17"
"V3721316",0,"V3721","3","BO","17"
"V3722217",0,"V3722","3","BO","17"
"V3723216",0,"V3723","3","BO","17"
"V3724216",0,"V3724","3","BO","17"
"V3725216",0,"V3725","3","BO","17"
"V3726216",0,"V3726","3","BO","17"
"V3727216",0,"V3727","3","BO","17"
"V3728216",0,"V3728","3","BO","17"
"V3729216",0,"V3729","3","BO","17"
"V3730216",0,"V3730","3","BO","17"
"V3731316",0,"V3731","3","BO","17"
"V3732217",0,"V3732","3","BO","17"
"V3733216",0,"V3733","3","BO","17"
"V3734216",0,"V3734","3","BO","17"
"V3735216",0,"V3735","3","BO","17"
"V3736216",0,"V3736","3","BO","17"
"V3737216",0,"V3737","3","BO","17"
"V3738216",0,"V3738","3","BO","17"
"V3739216",0,"V3739","3","BO","17"
"V3740216",0,"V3740","3","BO","17"
"V3741316",0,"V3741","3","BO","17"
"V3742217",0,"V3742","3","BO","17"
"V3743216",0,"V3743","3","BO","17"
"V3744216",0,"V3744","3","BO","17"
"V3745216",0,"V3745","3","BO","17"
"V3746216",0,"V3746","3","BO","17"
"V3747216",0,"V3747","3","BO","17"
"V3748216",0,"V3748","3","BO","17"
"V3749216",0,"V3749","3","BO","17"
"V3750216",0,"V3750","3","BO","17"
"V3751316",0,"V3751","3","BO","17"
"V3752217",0,"V3752","3","BO","17"
"V3753216",0.426494448653421,"V3753","3","BO","17"
"V3754216",0,"V3754","3","BO","17"
"V3755216",0,"V3755","3","BO","17"
"V3756216",0,"V3756","3","BO","17"
"V3757216",0.151896871199431,"V3757","3","BO","17"
"V3758216",0,"V3758","3","BO","17"
"V3759216",0,"V3759","3","BO","17"
"V3760216",0,"V3760","3","BO","17"
"V3761316",0,"V3761","3","BO","17"
"V3762217",0.202261061191899,"V3762","3","BO","17"
"V3763216",0.120556838561918,"V3763","3","BO","17"
"V3764216",0,"V3764","3","BO","17"
"V3765216",0,"V3765","3","BO","17"
"V3766216",0,"V3766","3","BO","17"
"V3767216",0.233553386327267,"V3767","3","BO","17"
"V3768216",0,"V3768","3","BO","17"
"V3769216",0.483803610361253,"V3769","3","BO","17"
"V3770216",0,"V3770","3","BO","17"
"V3771316",0,"V3771","3","BO","17"
"V3772217",0,"V3772","3","BO","17"
"V3773216",0,"V3773","3","BO","17"
"V3774216",0,"V3774","3","BO","17"
"V3775216",0,"V3775","3","BO","17"
"V3776216",0,"V3776","3","BO","17"
"V3777216",0.167093928757305,"V3777","3","BO","17"
"V3778216",0,"V3778","3","BO","17"
"V3779216",0,"V3779","3","BO","17"
"V3780216",0,"V3780","3","BO","17"
"V3781316",0,"V3781","3","BO","17"
"V3782217",0.682906626551199,"V3782","3","BO","17"
"V3783216",0,"V3783","3","BO","17"
"V3784216",0,"V3784","3","BO","17"
"V3785216",0,"V3785","3","BO","17"
"V3786216",0,"V3786","3","BO","17"
"V3787216",0.203681556641786,"V3787","3","BO","17"
"V3788216",0,"V3788","3","BO","17"
"V3789216",0,"V3789","3","BO","17"
"V3790216",0,"V3790","3","BO","17"
"V3791316",0,"V3791","3","BO","17"
"V3792217",0.284820870484054,"V3792","3","BO","17"
"V3793216",0.287242971926474,"V3793","3","BO","17"
"V3794216",0,"V3794","3","BO","17"
"V3795216",0,"V3795","3","BO","17"
"V3796216",0,"V3796","3","BO","17"
"V3797216",0,"V3797","3","BO","17"
"V3798216",0,"V3798","3","BO","17"
"V3799216",0,"V3799","3","BO","17"
"V3800216",0,"V3800","3","BO","17"
"V3801316",0,"V3801","3","BO","17"
"V3802217",0,"V3802","3","BO","17"
"V3803216",0,"V3803","3","BO","17"
"V3804216",0,"V3804","3","BO","17"
"V3805216",0,"V3805","3","BO","17"
"V3806216",0.161096999270362,"V3806","3","BO","17"
"V3807216",0,"V3807","3","BO","17"
"V3808216",0,"V3808","3","BO","17"
"V3809216",0,"V3809","3","BO","17"
"V3810316",0,"V3810","3","BO","17"
"V3811316",0,"V3811","3","BO","17"
"V3812217",0,"V3812","3","BO","17"
"V3813217",0,"V3813","3","BO","17"
"V3814217",0,"V3814","3","BO","17"
"V3815216",0,"V3815","3","BO","17"
"V3816216",0,"V3816","3","BO","17"
"V3817216",0,"V3817","3","BO","17"
"V3818216",0,"V3818","3","BO","17"
"V3819216",0,"V3819","3","BO","17"
"V3820216",0.272286650312714,"V3820","3","BO","17"
"V3821316",0,"V3821","3","BO","17"
"V3822217",0,"V3822","3","BO","17"
"V3823216",0,"V3823","3","BO","17"
"V3824216",0,"V3824","3","BO","17"
"V3825216",0,"V3825","3","BO","17"
"V3826216",0,"V3826","3","BO","17"
"V3827216",0,"V3827","3","BO","17"
"V3828216",0,"V3828","3","BO","17"
"V3829216",0,"V3829","3","BO","17"
"V3830216",0.682442181801101,"V3830","3","BO","17"
"V3831316",0,"V3831","3","BO","17"
"V3832217",0,"V3832","3","BO","17"
"V3833216",0,"V3833","3","BO","17"
"V3834216",0,"V3834","3","BO","17"
"V3835216",0,"V3835","3","BO","17"
"V3836216",0,"V3836","3","BO","17"
"V3837216",0,"V3837","3","BO","17"
"V3838216",0,"V3838","3","BO","17"
"V3839216",0,"V3839","3","BO","17"
"V3840216",0,"V3840","3","BO","17"
"V3841316",0,"V3841","3","BO","17"
"V3842217",0,"V3842","3","BO","17"
"V3843216",0.263399459537861,"V3843","3","BO","17"
"V3844216",0,"V3844","3","BO","17"
"V3845216",0,"V3845","3","BO","17"
"V3846216",0,"V3846","3","BO","17"
"V3847216",0,"V3847","3","BO","17"
"V3848216",0,"V3848","3","BO","17"
"V3849216",0,"V3849","3","BO","17"
"V3850216",0.277286407284117,"V3850","3","BO","17"
"V3851316",0,"V3851","3","BO","17"
"V3852217",0,"V3852","3","BO","17"
"V3853216",0,"V3853","3","BO","17"
"V3854216",0,"V3854","3","BO","17"
"V3855216",0,"V3855","3","BO","17"
"V3856216",0,"V3856","3","BO","17"
"V3857216",0.309629958852051,"V3857","3","BO","17"
"V3858216",0,"V3858","3","BO","17"
"V3859216",0.505370524288982,"V3859","3","BO","17"
"V3860216",0,"V3860","3","BO","17"
"V3861316",0,"V3861","3","BO","17"
"V3862217",0.203073793982087,"V3862","3","BO","17"
"V3863216",0,"V3863","3","BO","17"
"V3864216",0.251981788103848,"V3864","3","BO","17"
"V3865216",0,"V3865","3","BO","17"
"V3866216",0,"V3866","3","BO","17"
"V3867216",0,"V3867","3","BO","17"
"V3868216",0,"V3868","3","BO","17"
"V3869216",0,"V3869","3","BO","17"
"V3870216",0,"V3870","3","BO","17"
"V3871316",0.17325423990325,"V3871","3","BO","17"
"V3872217",0,"V3872","3","BO","17"
"V3873216",0,"V3873","3","BO","17"
"V3874216",0,"V3874","3","BO","17"
"V3875216",0,"V3875","3","BO","17"
"V3876216",0,"V3876","3","BO","17"
"V3877216",0.247798445722821,"V3877","3","BO","17"
"V3878216",0,"V3878","3","BO","17"
"V3879216",0,"V3879","3","BO","17"
"V3880216",0,"V3880","3","BO","17"
"V3881316",0,"V3881","3","BO","17"
"V3882217",0,"V3882","3","BO","17"
"V3883216",0,"V3883","3","BO","17"
"V3884216",0,"V3884","3","BO","17"
"V3885216",0.283930210030438,"V3885","3","BO","17"
"V3886216",0,"V3886","3","BO","17"
"V3887216",0,"V3887","3","BO","17"
"V3888216",0.209977020748927,"V3888","3","BO","17"
"V3889216",0,"V3889","3","BO","17"
"V3890216",0,"V3890","3","BO","17"
"V3891316",0,"V3891","3","BO","17"
"V3892217",0.575308785102018,"V3892","3","BO","17"
"V3893216",0,"V3893","3","BO","17"
"V3894216",0,"V3894","3","BO","17"
"V3895216",0,"V3895","3","BO","17"
"V3896216",0.276763207943895,"V3896","3","BO","17"
"V3897216",0,"V3897","3","BO","17"
"V3898216",0,"V3898","3","BO","17"
"V3899216",0,"V3899","3","BO","17"
"V3900216",0,"V3900","3","BO","17"
"V3901316",0,"V3901","3","BO","17"
"V3902217",0.168325314291387,"V3902","3","BO","17"
"V3903216",0,"V3903","3","BO","17"
"V3904216",0,"V3904","3","BO","17"
"V3905216",0,"V3905","3","BO","17"
"V3906216",0,"V3906","3","BO","17"
"V3907216",0,"V3907","3","BO","17"
"V3908216",0,"V3908","3","BO","17"
"V3909216",0,"V3909","3","BO","17"
"V3910316",0,"V3910","3","BO","17"
"V3911316",0.3827697812067,"V3911","3","BO","17"
"V3912217",0,"V3912","3","BO","17"
"V3913217",0,"V3913","3","BO","17"
"V3914217",0,"V3914","3","BO","17"
"V3915216",0,"V3915","3","BO","17"
"V3916216",0.46635913647476,"V3916","3","BO","17"
"V3917216",0,"V3917","3","BO","17"
"V3918216",0,"V3918","3","BO","17"
"V3919216",0,"V3919","3","BO","17"
"V3920216",0,"V3920","3","BO","17"
"V3921316",0.32955147906501,"V3921","3","BO","17"
"V3922217",0,"V3922","3","BO","17"
"V3923216",0,"V3923","3","BO","17"
"V3924216",0.419214549805106,"V3924","3","BO","17"
"V3925216",0,"V3925","3","BO","17"
"V3926216",0,"V3926","3","BO","17"
"V3927216",0,"V3927","3","BO","17"
"V3928216",0,"V3928","3","BO","17"
"V3929216",0,"V3929","3","BO","17"
"V3930216",0.2886366675344,"V3930","3","BO","17"
"V3931316",0,"V3931","3","BO","17"
"V3932217",0.443965928768353,"V3932","3","BO","17"
"V3933216",0,"V3933","3","BO","17"
"V3934216",0,"V3934","3","BO","17"
"V3935216",0,"V3935","3","BO","17"
"V3936216",0,"V3936","3","BO","17"
"V3937216",0,"V3937","3","BO","17"
"V3938216",0,"V3938","3","BO","17"
"V3939216",0,"V3939","3","BO","17"
"V3940216",0.165110982227801,"V3940","3","BO","17"
"V3941316",0,"V3941","3","BO","17"
"V3942217",0,"V3942","3","BO","17"
"V3943216",0.334741296171063,"V3943","3","BO","17"
"V3944216",0,"V3944","3","BO","17"
"V3945216",0,"V3945","3","BO","17"
"V3946216",0,"V3946","3","BO","17"
"V3947216",0,"V3947","3","BO","17"
"V3948216",0,"V3948","3","BO","17"
"V3949216",0,"V3949","3","BO","17"
"V3950216",0,"V3950","3","BO","17"
"V3951316",0,"V3951","3","BO","17"
"V3952217",0,"V3952","3","BO","17"
"V3953216",0.39573073204202,"V3953","3","BO","17"
"V3954216",0,"V3954","3","BO","17"
"V3955216",0,"V3955","3","BO","17"
"V3956216",0,"V3956","3","BO","17"
"V3957216",0,"V3957","3","BO","17"
"V3958216",0,"V3958","3","BO","17"
"V3959216",0,"V3959","3","BO","17"
"V3960216",0,"V3960","3","BO","17"
"V3961316",0,"V3961","3","BO","17"
"V3962217",0,"V3962","3","BO","17"
"V3963216",0,"V3963","3","BO","17"
"V3964216",0,"V3964","3","BO","17"
"V3965216",0.274359075941973,"V3965","3","BO","17"
"V3966216",0,"V3966","3","BO","17"
"V3967216",0,"V3967","3","BO","17"
"V3968216",0.470526048332901,"V3968","3","BO","17"
"V3969216",0,"V3969","3","BO","17"
"V3970216",0.426435783285891,"V3970","3","BO","17"
"V3971316",0,"V3971","3","BO","17"
"V3972217",0,"V3972","3","BO","17"
"V3973216",0,"V3973","3","BO","17"
"V3974216",0.269552866296214,"V3974","3","BO","17"
"V3975216",0,"V3975","3","BO","17"
"V3976216",0,"V3976","3","BO","17"
"V3977216",0,"V3977","3","BO","17"
"V3978216",0,"V3978","3","BO","17"
"V3979216",0,"V3979","3","BO","17"
"V3980216",0.997346303500129,"V3980","3","BO","17"
"V3981316",0,"V3981","3","BO","17"
"V3982217",0,"V3982","3","BO","17"
"V3983216",0.384098051705991,"V3983","3","BO","17"
"V3984216",0,"V3984","3","BO","17"
"V3985216",0,"V3985","3","BO","17"
"V3986216",0,"V3986","3","BO","17"
"V3987216",0,"V3987","3","BO","17"
"V3988216",0,"V3988","3","BO","17"
"V3989216",0,"V3989","3","BO","17"
"V3990216",0.542443993144657,"V3990","3","BO","17"
"V3991316",0,"V3991","3","BO","17"
"V3992217",0.260974225586361,"V3992","3","BO","17"
"V3993216",0,"V3993","3","BO","17"
"V3994216",0,"V3994","3","BO","17"
"V3995216",0,"V3995","3","BO","17"
"V3996216",0,"V3996","3","BO","17"
"V3997216",0,"V3997","3","BO","17"
"V3998216",0.193692462806421,"V3998","3","BO","17"
"V3999216",0,"V3999","3","BO","17"
"V4000216",0,"V4000","3","BO","17"
"V4001316",0,"V4001","3","BO","17"
"V4002217",0,"V4002","3","BO","17"
"V4003216",0,"V4003","3","BO","17"
"V4004216",0.396413818330652,"V4004","3","BO","17"
"V4005216",0,"V4005","3","BO","17"
"V4006216",0.546419421964008,"V4006","3","BO","17"
"V4007216",0,"V4007","3","BO","17"
"V4008216",0,"V4008","3","BO","17"
"V4009216",0,"V4009","3","BO","17"
"V4010216",0,"V4010","3","BO","17"
"V1100416",0.392487863962668,"V1","4","BO","17"
"V2100416",0,"V2","4","BO","17"
"V3100416",0,"V3","4","BO","17"
"V410416",0.213790941821632,"V4","4","BO","17"
"V510416",0,"V5","4","BO","17"
"V610416",0.275699463122093,"V6","4","BO","17"
"V710416",0,"V7","4","BO","17"
"V810416",0,"V8","4","BO","17"
"V910416",3.21234199771869,"V9","4","BO","17"
"V1010416",0,"V10","4","BO","17"
"V1110416",0.501327128409547,"V11","4","BO","17"
"V1210416",5.18233057463097,"V12","4","BO","17"
"V1310416",0,"V13","4","BO","17"
"V1410416",0.444180842485434,"V14","4","BO","17"
"V1510416",0,"V15","4","BO","17"
"V1610416",0,"V16","4","BO","17"
"V1710416",0,"V17","4","BO","17"
"V1810416",0.392550397762343,"V18","4","BO","17"
"V1910416",0,"V19","4","BO","17"
"V2010416",0,"V20","4","BO","17"
"V2110416",0,"V21","4","BO","17"
"V2210416",0,"V22","4","BO","17"
"V2310416",0.23936034731902,"V23","4","BO","17"
"V2410416",0.287516590231887,"V24","4","BO","17"
"V2510416",0,"V25","4","BO","17"
"V2610416",0,"V26","4","BO","17"
"V2710416",0,"V27","4","BO","17"
"V2810416",0.295512046564258,"V28","4","BO","17"
"V2910416",0,"V29","4","BO","17"
"V3010416",1.38661752090708,"V30","4","BO","17"
"V3110416",0,"V31","4","BO","17"
"V3210416",0.475265115798314,"V32","4","BO","17"
"V3310416",2.37103388096442,"V33","4","BO","17"
"V3410416",0,"V34","4","BO","17"
"V3510416",0.193195017039778,"V35","4","BO","17"
"V3610416",0,"V36","4","BO","17"
"V3710416",0,"V37","4","BO","17"
"V3810416",0,"V38","4","BO","17"
"V3910416",0,"V39","4","BO","17"
"V401516",0,"V40","4","BO","17"
"V411416",0,"V41","4","BO","17"
"V421416",0,"V42","4","BO","17"
"V431416",0,"V43","4","BO","17"
"V441416",0,"V44","4","BO","17"
"V451416",0.212619978523394,"V45","4","BO","17"
"V461416",0.519167209480184,"V46","4","BO","17"
"V471416",0,"V47","4","BO","17"
"V481416",0,"V48","4","BO","17"
"V491416",0,"V49","4","BO","17"
"V501416",0,"V50","4","BO","17"
"V511416",0,"V51","4","BO","17"
"V521416",2.3888852799687,"V52","4","BO","17"
"V531416",0,"V53","4","BO","17"
"V541416",0,"V54","4","BO","17"
"V551416",0,"V55","4","BO","17"
"V561416",0,"V56","4","BO","17"
"V571416",0,"V57","4","BO","17"
"V581416",0,"V58","4","BO","17"
"V591416",0.247347779065172,"V59","4","BO","17"
"V601416",0,"V60","4","BO","17"
"V611416",0,"V61","4","BO","17"
"V621416",0.78203785446038,"V62","4","BO","17"
"V631416",0,"V63","4","BO","17"
"V641416",0,"V64","4","BO","17"
"V651416",0,"V65","4","BO","17"
"V661416",0.200732717996652,"V66","4","BO","17"
"V671416",0,"V67","4","BO","17"
"V681416",0,"V68","4","BO","17"
"V691416",0,"V69","4","BO","17"
"V701416",0,"V70","4","BO","17"
"V711416",0.451134428724332,"V71","4","BO","17"
"V721416",0,"V72","4","BO","17"
"V731416",0,"V73","4","BO","17"
"V741416",0,"V74","4","BO","17"
"V751416",0,"V75","4","BO","17"
"V761416",0.19684194965132,"V76","4","BO","17"
"V771416",0.735438597107186,"V77","4","BO","17"
"V781416",0,"V78","4","BO","17"
"V791416",0,"V79","4","BO","17"
"V801416",0,"V80","4","BO","17"
"V811416",0,"V81","4","BO","17"
"V821416",0,"V82","4","BO","17"
"V831416",0.829017857460146,"V83","4","BO","17"
"V841416",0,"V84","4","BO","17"
"V851416",0,"V85","4","BO","17"
"V861416",0,"V86","4","BO","17"
"V871416",0,"V87","4","BO","17"
"V881416",0,"V88","4","BO","17"
"V891416",0,"V89","4","BO","17"
"V901416",0,"V90","4","BO","17"
"V911416",0,"V91","4","BO","17"
"V921416",0,"V92","4","BO","17"
"V931416",0,"V93","4","BO","17"
"V941416",0,"V94","4","BO","17"
"V951416",0,"V95","4","BO","17"
"V961416",0,"V96","4","BO","17"
"V971416",0,"V97","4","BO","17"
"V981416",0,"V98","4","BO","17"
"V991416",0.325824513258287,"V99","4","BO","17"
"V1001416",0,"V100","4","BO","17"
"V1011416",0,"V101","4","BO","17"
"V1021416",0,"V102","4","BO","17"
"V1031416",0.233645856224515,"V103","4","BO","17"
"V1041416",0,"V104","4","BO","17"
"V1051416",0,"V105","4","BO","17"
"V1061416",0,"V106","4","BO","17"
"V1071416",0,"V107","4","BO","17"
"V1081416",0,"V108","4","BO","17"
"V1091416",0.204178581018513,"V109","4","BO","17"
"V1101416",0.659132189275689,"V110","4","BO","17"
"V1111416",0,"V111","4","BO","17"
"V1121416",0,"V112","4","BO","17"
"V1131416",0,"V113","4","BO","17"
"V1141416",0,"V114","4","BO","17"
"V1151416",0.440330028851844,"V115","4","BO","17"
"V1161416",0,"V116","4","BO","17"
"V1171416",0.150794520410329,"V117","4","BO","17"
"V1181416",0.626232357595217,"V118","4","BO","17"
"V1191416",0,"V119","4","BO","17"
"V1201416",0,"V120","4","BO","17"
"V1211416",0,"V121","4","BO","17"
"V1221416",0,"V122","4","BO","17"
"V1231416",0,"V123","4","BO","17"
"V1241416",0,"V124","4","BO","17"
"V1251416",0.196553874775306,"V125","4","BO","17"
"V1261416",0,"V126","4","BO","17"
"V1271416",0.235032439154466,"V127","4","BO","17"
"V1281416",0,"V128","4","BO","17"
"V1291416",0,"V129","4","BO","17"
"V1301416",0,"V130","4","BO","17"
"V1311416",0,"V131","4","BO","17"
"V1321416",0,"V132","4","BO","17"
"V1331416",0,"V133","4","BO","17"
"V1341416",0,"V134","4","BO","17"
"V1351416",0,"V135","4","BO","17"
"V1361416",1.76763821976552,"V136","4","BO","17"
"V1371416",0,"V137","4","BO","17"
"V1381416",0,"V138","4","BO","17"
"V1391416",0,"V139","4","BO","17"
"V1401416",0,"V140","4","BO","17"
"V1411416",0,"V141","4","BO","17"
"V1421416",1.54983311655451,"V142","4","BO","17"
"V1431416",0,"V143","4","BO","17"
"V1441416",0,"V144","4","BO","17"
"V1451416",0.403614784329657,"V145","4","BO","17"
"V1461416",0,"V146","4","BO","17"
"V1471416",0,"V147","4","BO","17"
"V1481416",0,"V148","4","BO","17"
"V1491416",0,"V149","4","BO","17"
"V1501416",0,"V150","4","BO","17"
"V1511416",0,"V151","4","BO","17"
"V1521416",0.345236408497909,"V152","4","BO","17"
"V1531416",0,"V153","4","BO","17"
"V1541416",0,"V154","4","BO","17"
"V1551416",0.439256728756481,"V155","4","BO","17"
"V1561416",0.354635823082121,"V156","4","BO","17"
"V1571416",0,"V157","4","BO","17"
"V1581416",0,"V158","4","BO","17"
"V1591416",0,"V159","4","BO","17"
"V1601416",0,"V160","4","BO","17"
"V1611416",0,"V161","4","BO","17"
"V1621416",0,"V162","4","BO","17"
"V1631416",0,"V163","4","BO","17"
"V1641416",0.220325344408995,"V164","4","BO","17"
"V1651416",0,"V165","4","BO","17"
