"","Overall","marker","n.fold","method","variable"
"V2702413",0.141192863158667,"V2702","5","RF","14"
"V2703413",0.224670104676358,"V2703","5","RF","14"
"V2704413",0.177835433148955,"V2704","5","RF","14"
"V2705413",0.185602540776857,"V2705","5","RF","14"
"V2706413",0.149219823489354,"V2706","5","RF","14"
"V2707413",0.220770639284182,"V2707","5","RF","14"
"V2708413",0.164062616047047,"V2708","5","RF","14"
"V2709413",0.417363796240924,"V2709","5","RF","14"
"V2710713",0.401172304380413,"V2710","5","RF","14"
"V2711713",0.213258974630099,"V2711","5","RF","14"
"V2712413",0.285710392349647,"V2712","5","RF","14"
"V2713413",0.251471795758237,"V2713","5","RF","14"
"V2714413",0.215809036947343,"V2714","5","RF","14"
"V2715413",0.224656874311113,"V2715","5","RF","14"
"V2716413",0.260571973577595,"V2716","5","RF","14"
"V2717413",0.157124070738988,"V2717","5","RF","14"
"V2718413",0.311640175127825,"V2718","5","RF","14"
"V2719413",0.222928762835682,"V2719","5","RF","14"
"V2720413",0.116853385960702,"V2720","5","RF","14"
"V2721713",0.155181554208027,"V2721","5","RF","14"
"V2722413",0.21438405749583,"V2722","5","RF","14"
"V2723413",0.119678007741563,"V2723","5","RF","14"
"V2724413",0.327210036519373,"V2724","5","RF","14"
"V2725413",0.323200359573565,"V2725","5","RF","14"
"V2726413",0.143338968213785,"V2726","5","RF","14"
"V2727413",0.106647374894602,"V2727","5","RF","14"
"V2728413",0.240909509466595,"V2728","5","RF","14"
"V2729413",0.299846656480295,"V2729","5","RF","14"
"V2730413",0.0937672666111476,"V2730","5","RF","14"
"V2731713",0.214446331110937,"V2731","5","RF","14"
"V2732413",0.376395588917349,"V2732","5","RF","14"
"V2733413",0.0700402265448301,"V2733","5","RF","14"
"V2734413",0.179389019741558,"V2734","5","RF","14"
"V2735413",0.244471611480781,"V2735","5","RF","14"
"V2736413",0.172303059124418,"V2736","5","RF","14"
"V2737413",0.0774082714032514,"V2737","5","RF","14"
"V2738413",0.133928372648281,"V2738","5","RF","14"
"V2739413",0.178693282231803,"V2739","5","RF","14"
"V2740413",0.125395805577329,"V2740","5","RF","14"
"V2741713",0.170595571247251,"V2741","5","RF","14"
"V2742413",0.0812165567783573,"V2742","5","RF","14"
"V2743413",0.0657432046311688,"V2743","5","RF","14"
"V2744413",0.198918516152792,"V2744","5","RF","14"
"V2745413",0.0913818550845118,"V2745","5","RF","14"
"V2746413",0.0843758223439871,"V2746","5","RF","14"
"V2747413",0.0965518388518868,"V2747","5","RF","14"
"V2748413",0.198392631416395,"V2748","5","RF","14"
"V2749413",0.110184251083911,"V2749","5","RF","14"
"V2750413",0.130195928913824,"V2750","5","RF","14"
"V2751713",0.121402853560548,"V2751","5","RF","14"
"V2752413",0.342559148841699,"V2752","5","RF","14"
"V2753413",0.250183502803126,"V2753","5","RF","14"
"V2754413",0.291881567752088,"V2754","5","RF","14"
"V2755413",0.206482164368055,"V2755","5","RF","14"
"V2756413",0.236912598161671,"V2756","5","RF","14"
"V2757413",0.238172530637428,"V2757","5","RF","14"
"V2758413",0.226425152113407,"V2758","5","RF","14"
"V2759413",0.375591268518569,"V2759","5","RF","14"
"V2760413",0.0728377335071717,"V2760","5","RF","14"
"V2761713",0.304356633839286,"V2761","5","RF","14"
"V2762413",0.298402569311361,"V2762","5","RF","14"
"V2763413",0.434529106881094,"V2763","5","RF","14"
"V2764413",0.450502535539689,"V2764","5","RF","14"
"V2765413",0.282921910916092,"V2765","5","RF","14"
"V2766413",0.139405534823107,"V2766","5","RF","14"
"V2767413",0.130864382767151,"V2767","5","RF","14"
"V2768413",0.195699561783679,"V2768","5","RF","14"
"V2769413",0.182147400367418,"V2769","5","RF","14"
"V2770413",0.292105814655436,"V2770","5","RF","14"
"V2771713",0.202320835071128,"V2771","5","RF","14"
"V2772413",0.23098158763885,"V2772","5","RF","14"
"V2773413",0.32159763600653,"V2773","5","RF","14"
"V2774413",0.187519267862172,"V2774","5","RF","14"
"V2775413",0.13122648876396,"V2775","5","RF","14"
"V2776413",0.157128397179682,"V2776","5","RF","14"
"V2777413",0.351670115245144,"V2777","5","RF","14"
"V2778413",0.394671030416382,"V2778","5","RF","14"
"V2779413",0.478579420027571,"V2779","5","RF","14"
"V2780413",0.261666705625935,"V2780","5","RF","14"
"V2781713",0.151200133130421,"V2781","5","RF","14"
"V2782413",0.199091630448697,"V2782","5","RF","14"
"V2783413",0.122669962311228,"V2783","5","RF","14"
"V2784413",0.147365763468001,"V2784","5","RF","14"
"V2785413",0.131727749757429,"V2785","5","RF","14"
"V2786413",0.195413957493509,"V2786","5","RF","14"
"V2787413",0.368004020371449,"V2787","5","RF","14"
"V2788413",0.102000708703125,"V2788","5","RF","14"
"V2789413",0.17487596251046,"V2789","5","RF","14"
"V2790413",0.134898920457178,"V2790","5","RF","14"
"V2791713",0.124123766568315,"V2791","5","RF","14"
"V2792413",0.176304033477496,"V2792","5","RF","14"
"V2793413",0.261655690203827,"V2793","5","RF","14"
"V2794413",0.19417485622362,"V2794","5","RF","14"
"V2795413",0.133149167308616,"V2795","5","RF","14"
"V2796413",0.0948786407723724,"V2796","5","RF","14"
"V2797413",0.210398461037206,"V2797","5","RF","14"
"V2798413",0.180863031073172,"V2798","5","RF","14"
"V2799413",0.225269115783196,"V2799","5","RF","14"
"V2800413",0.0685010533380058,"V2800","5","RF","14"
"V2801713",0.184518297734357,"V2801","5","RF","14"
"V2802413",0.186992138274184,"V2802","5","RF","14"
"V2803413",0.152508251253586,"V2803","5","RF","14"
"V2804413",0.250032823208044,"V2804","5","RF","14"
"V2805413",0.148692742003604,"V2805","5","RF","14"
"V2806413",0.279642144779761,"V2806","5","RF","14"
"V2807413",0.229399604654284,"V2807","5","RF","14"
"V2808413",0.331913644353619,"V2808","5","RF","14"
"V2809413",0.154042703522651,"V2809","5","RF","14"
"V2810713",0.256427270779523,"V2810","5","RF","14"
"V2811713",0.1608738286803,"V2811","5","RF","14"
"V2812413",0.15357636116177,"V2812","5","RF","14"
"V2813413",0.0873281324969524,"V2813","5","RF","14"
"V2814413",0.0910288995953932,"V2814","5","RF","14"
"V2815413",0.254239456217313,"V2815","5","RF","14"
"V2816413",0.099383173554463,"V2816","5","RF","14"
"V2817413",0.0871443223916988,"V2817","5","RF","14"
"V2818413",0.133878453650529,"V2818","5","RF","14"
"V2819413",0.124774114049324,"V2819","5","RF","14"
"V2820413",0.122381239359842,"V2820","5","RF","14"
"V2821713",0.204479418426311,"V2821","5","RF","14"
"V2822413",0.149752285621508,"V2822","5","RF","14"
"V2823413",0.21064224856631,"V2823","5","RF","14"
"V2824413",0.162654242950541,"V2824","5","RF","14"
"V2825413",0.205101726663597,"V2825","5","RF","14"
"V2826413",0.0857628687020334,"V2826","5","RF","14"
"V2827413",0.180386419212325,"V2827","5","RF","14"
"V2828413",0.154701780787693,"V2828","5","RF","14"
"V2829413",0.240625914120293,"V2829","5","RF","14"
"V2830413",0.158370549469516,"V2830","5","RF","14"
"V2831713",0.185236603210091,"V2831","5","RF","14"
"V2832413",0.119859601841641,"V2832","5","RF","14"
"V2833413",0.210367990228203,"V2833","5","RF","14"
"V2834413",0.0793858139287476,"V2834","5","RF","14"
"V2835413",0.161434880778987,"V2835","5","RF","14"
"V2836413",0.201860274550531,"V2836","5","RF","14"
"V2837413",0.206296102331748,"V2837","5","RF","14"
"V2838413",0.196834556018018,"V2838","5","RF","14"
"V2839413",0.163466494956601,"V2839","5","RF","14"
"V2840413",0.190030305963517,"V2840","5","RF","14"
"V2841713",0.137937615051939,"V2841","5","RF","14"
"V2842413",0.104445434943573,"V2842","5","RF","14"
"V2843413",0.13319588395888,"V2843","5","RF","14"
"V2844413",0.106694640942209,"V2844","5","RF","14"
"V2845413",0.150049427930873,"V2845","5","RF","14"
"V2846413",0.288816662421228,"V2846","5","RF","14"
"V2847413",0.242577988845562,"V2847","5","RF","14"
"V2848413",0.156113735923377,"V2848","5","RF","14"
"V2849413",0.0915592298082072,"V2849","5","RF","14"
"V2850413",0.22419673481251,"V2850","5","RF","14"
"V2851713",0.19188654532641,"V2851","5","RF","14"
"V2852413",0.171633999094693,"V2852","5","RF","14"
"V2853413",0.223705006457329,"V2853","5","RF","14"
"V2854413",0.0653624570106796,"V2854","5","RF","14"
"V2855413",0.157027021973111,"V2855","5","RF","14"
"V2856413",0.271313293470775,"V2856","5","RF","14"
"V2857413",0.139278986650789,"V2857","5","RF","14"
"V2858413",0.195827690664115,"V2858","5","RF","14"
"V2859413",0.142192534702653,"V2859","5","RF","14"
"V2860413",0.101976150715482,"V2860","5","RF","14"
"V2861713",0.0806614689388114,"V2861","5","RF","14"
"V2862413",0.164101914325052,"V2862","5","RF","14"
"V2863413",0.168092379787845,"V2863","5","RF","14"
"V2864413",0.0982876783961597,"V2864","5","RF","14"
"V2865413",0.144974677704081,"V2865","5","RF","14"
"V2866413",0.133252044022633,"V2866","5","RF","14"
"V2867413",0.162794247482654,"V2867","5","RF","14"
"V2868413",0.173537251354948,"V2868","5","RF","14"
"V2869413",0.0698127321679486,"V2869","5","RF","14"
"V2870413",0.169794695347289,"V2870","5","RF","14"
"V2871713",0.2634675966895,"V2871","5","RF","14"
"V2872413",0.182774730591225,"V2872","5","RF","14"
"V2873413",0.144433954302422,"V2873","5","RF","14"
"V2874413",0.0440893957647611,"V2874","5","RF","14"
"V2875413",0.123390755678078,"V2875","5","RF","14"
"V2876413",0.0790894847632344,"V2876","5","RF","14"
"V2877413",0.141551080460317,"V2877","5","RF","14"
"V2878413",0.0786024025971667,"V2878","5","RF","14"
"V2879413",0.0845807059930342,"V2879","5","RF","14"
"V2880413",0.086793125792308,"V2880","5","RF","14"
"V2881713",0.109640059431125,"V2881","5","RF","14"
"V2882413",0.0603816012843146,"V2882","5","RF","14"
"V2883413",0.09793397199677,"V2883","5","RF","14"
"V2884413",0.0701019278242177,"V2884","5","RF","14"
"V2885413",0.152582139820517,"V2885","5","RF","14"
"V2886413",0.105939658484031,"V2886","5","RF","14"
"V2887413",0.0793027046608829,"V2887","5","RF","14"
"V2888413",0.146461336085834,"V2888","5","RF","14"
"V2889413",0.203374909497281,"V2889","5","RF","14"
"V2890413",0.167692704095841,"V2890","5","RF","14"
"V2891713",0.0706311786031277,"V2891","5","RF","14"
"V2892413",0.113401997416697,"V2892","5","RF","14"
"V2893413",0.297174839475553,"V2893","5","RF","14"
"V2894413",0.1864266002543,"V2894","5","RF","14"
"V2895413",0.280357116570935,"V2895","5","RF","14"
"V2896413",0.259507808333083,"V2896","5","RF","14"
"V2897413",0.144423278207766,"V2897","5","RF","14"
"V2898413",0.314918672434722,"V2898","5","RF","14"
"V2899413",0.176493369848271,"V2899","5","RF","14"
"V2900413",0.196482269835748,"V2900","5","RF","14"
"V2901713",0.166475254327772,"V2901","5","RF","14"
"V2902413",0.160935872205622,"V2902","5","RF","14"
"V2903413",0.154534008613092,"V2903","5","RF","14"
"V2904413",0.047769610351689,"V2904","5","RF","14"
"V2905413",0.212842709776692,"V2905","5","RF","14"
"V2906413",0.0785274901821811,"V2906","5","RF","14"
"V2907413",0.234778852179623,"V2907","5","RF","14"
"V2908413",0.307488752075688,"V2908","5","RF","14"
"V2909413",0.13917202994004,"V2909","5","RF","14"
"V2910713",0.0521242151367571,"V2910","5","RF","14"
"V2911713",0.19134128568974,"V2911","5","RF","14"
"V2912413",0.111740630540922,"V2912","5","RF","14"
"V2913413",0.223806513915574,"V2913","5","RF","14"
"V2914413",0.106333595951834,"V2914","5","RF","14"
"V2915413",0.488380421197341,"V2915","5","RF","14"
"V2916413",0.195862124784774,"V2916","5","RF","14"
"V2917413",0.130472600502352,"V2917","5","RF","14"
"V2918413",0.110784907171059,"V2918","5","RF","14"
"V2919413",0.135621697412334,"V2919","5","RF","14"
"V2920413",0.102664370358954,"V2920","5","RF","14"
"V2921713",0.233410356538417,"V2921","5","RF","14"
"V2922413",0.19981650794345,"V2922","5","RF","14"
"V2923413",0.174014460189761,"V2923","5","RF","14"
"V2924413",0.0676271167090557,"V2924","5","RF","14"
"V2925413",0.0865699744384618,"V2925","5","RF","14"
"V2926413",0.128865917770522,"V2926","5","RF","14"
"V2927413",0.299642812547338,"V2927","5","RF","14"
"V2928413",0.301424950216143,"V2928","5","RF","14"
"V2929413",0.195890570720694,"V2929","5","RF","14"
"V2930413",0.192182406981542,"V2930","5","RF","14"
"V2931713",0.240720822113034,"V2931","5","RF","14"
"V2932413",0.161670656820906,"V2932","5","RF","14"
"V2933413",0.175964549421948,"V2933","5","RF","14"
"V2934413",0.204292822418807,"V2934","5","RF","14"
"V2935413",0.256364805482603,"V2935","5","RF","14"
"V2936413",0.238405885111886,"V2936","5","RF","14"
"V2937413",0.133483640549623,"V2937","5","RF","14"
"V2938413",0.197933505986913,"V2938","5","RF","14"
"V2939413",0.167341789121814,"V2939","5","RF","14"
"V2940413",0.0600042252196656,"V2940","5","RF","14"
"V2941713",0.229214502637733,"V2941","5","RF","14"
"V2942413",0.219576361995215,"V2942","5","RF","14"
"V2943413",0.275145552753556,"V2943","5","RF","14"
"V2944413",0.197711421247283,"V2944","5","RF","14"
"V2945413",0.553431789462321,"V2945","5","RF","14"
"V2946413",0.262755738167579,"V2946","5","RF","14"
"V2947413",0.187577954171628,"V2947","5","RF","14"
"V2948413",0.343203402435019,"V2948","5","RF","14"
"V2949413",0.219712642848734,"V2949","5","RF","14"
"V2950413",0.303129917300237,"V2950","5","RF","14"
"V2951713",0.192892662454603,"V2951","5","RF","14"
"V2952413",0.262237764410137,"V2952","5","RF","14"
"V2953413",0.132633491514688,"V2953","5","RF","14"
"V2954413",0.090875448998032,"V2954","5","RF","14"
"V2955413",0.0909457480137175,"V2955","5","RF","14"
"V2956413",0.143789954795,"V2956","5","RF","14"
"V2957413",0.110596831881339,"V2957","5","RF","14"
"V2958413",0.060161461351082,"V2958","5","RF","14"
"V2959413",0.123535662074624,"V2959","5","RF","14"
"V2960413",0.159771141043784,"V2960","5","RF","14"
"V2961713",0.0253397578502679,"V2961","5","RF","14"
"V2962413",0.0631085881665364,"V2962","5","RF","14"
"V2963413",0.0610843550926494,"V2963","5","RF","14"
"V2964413",0.0619474117148981,"V2964","5","RF","14"
"V2965413",0.124228972410653,"V2965","5","RF","14"
"V2966413",0.276126804068364,"V2966","5","RF","14"
"V2967413",0.105916977657329,"V2967","5","RF","14"
"V2968413",0.126690652271618,"V2968","5","RF","14"
"V2969413",0.141591369839167,"V2969","5","RF","14"
"V2970413",0.136075365850523,"V2970","5","RF","14"
"V2971713",0.24145579551681,"V2971","5","RF","14"
"V2972413",0.0965352159942738,"V2972","5","RF","14"
"V2973413",0.0961495451592039,"V2973","5","RF","14"
"V2974413",0.151685695598459,"V2974","5","RF","14"
"V2975413",0.231281411288845,"V2975","5","RF","14"
"V2976413",0.198275714803057,"V2976","5","RF","14"
"V2977413",0.212310392362558,"V2977","5","RF","14"
"V2978413",0.166674413918587,"V2978","5","RF","14"
"V2979413",0.124564492581263,"V2979","5","RF","14"
"V2980413",0.139971247867491,"V2980","5","RF","14"
"V2981713",0.0720095199566196,"V2981","5","RF","14"
"V2982413",0.382903234571182,"V2982","5","RF","14"
"V2983413",0.365045618775404,"V2983","5","RF","14"
"V2984413",0.273903914029936,"V2984","5","RF","14"
"V2985413",0.230049781977396,"V2985","5","RF","14"
"V2986413",0.176403384559801,"V2986","5","RF","14"
"V2987413",0.752496852203792,"V2987","5","RF","14"
"V2988413",0.274106966887283,"V2988","5","RF","14"
"V2989413",0.505584657731744,"V2989","5","RF","14"
"V2990413",1.00262844200281,"V2990","5","RF","14"
"V2991713",0.58659884003888,"V2991","5","RF","14"
"V2992413",0.401999664679422,"V2992","5","RF","14"
"V2993413",0.128930641579753,"V2993","5","RF","14"
"V2994413",0.366311363857642,"V2994","5","RF","14"
"V2995413",0.434113054025374,"V2995","5","RF","14"
"V2996413",0.193604460365355,"V2996","5","RF","14"
"V2997413",0.199153752930156,"V2997","5","RF","14"
"V2998413",0.283278895782526,"V2998","5","RF","14"
"V2999413",0.135067796926788,"V2999","5","RF","14"
"V3000413",0.121835863169898,"V3000","5","RF","14"
"V3001713",0.196702487684393,"V3001","5","RF","14"
"V3002413",0.0500384576999723,"V3002","5","RF","14"
"V3003413",0.146588959187852,"V3003","5","RF","14"
"V3004413",0.208469347833201,"V3004","5","RF","14"
"V3005413",0.220018085219844,"V3005","5","RF","14"
"V3006413",0.118799970264813,"V3006","5","RF","14"
"V3007413",0.502299935539404,"V3007","5","RF","14"
"V3008413",0.328260147887055,"V3008","5","RF","14"
"V3009413",0.277496215434529,"V3009","5","RF","14"
"V3010713",0.243198795457199,"V3010","5","RF","14"
"V3011713",0.295580199671928,"V3011","5","RF","14"
"V3012413",1.17127444158812,"V3012","5","RF","14"
"V3013413",0.848951104961154,"V3013","5","RF","14"
"V3014413",0.305572507162923,"V3014","5","RF","14"
"V3015413",0.793766963985436,"V3015","5","RF","14"
"V3016413",0.999985300923571,"V3016","5","RF","14"
"V3017413",0.308477927340137,"V3017","5","RF","14"
"V3018413",0.267233902904548,"V3018","5","RF","14"
"V3019413",0.330954414191509,"V3019","5","RF","14"
"V3020413",0.178086043155597,"V3020","5","RF","14"
"V3021713",0.156623675848799,"V3021","5","RF","14"
"V3022413",0.268876342637154,"V3022","5","RF","14"
"V3023413",0.160525695338996,"V3023","5","RF","14"
"V3024413",0.226874284187188,"V3024","5","RF","14"
"V3025413",0.298201960784893,"V3025","5","RF","14"
"V3026413",0.207016598678595,"V3026","5","RF","14"
"V3027413",0.444907084486391,"V3027","5","RF","14"
"V3028413",0.554820355218634,"V3028","5","RF","14"
"V3029413",0.426583272403514,"V3029","5","RF","14"
"V3030413",0.627257773213628,"V3030","5","RF","14"
"V3031713",0.390730112177683,"V3031","5","RF","14"
"V3032413",0.311686574604669,"V3032","5","RF","14"
"V3033413",0.31636935932531,"V3033","5","RF","14"
"V3034413",0.418650915358498,"V3034","5","RF","14"
"V3035413",0.341963097771096,"V3035","5","RF","14"
"V3036413",0.176083313589068,"V3036","5","RF","14"
"V3037413",0.389203865108,"V3037","5","RF","14"
"V3038413",0.302041489556517,"V3038","5","RF","14"
"V3039413",0.320555991247826,"V3039","5","RF","14"
"V3040413",0.201733419298443,"V3040","5","RF","14"
"V3041713",0.333817106968829,"V3041","5","RF","14"
"V3042413",0.205050255899216,"V3042","5","RF","14"
"V3043413",0.262713171595827,"V3043","5","RF","14"
"V3044413",0.141789328887783,"V3044","5","RF","14"
"V3045413",0.218827987141878,"V3045","5","RF","14"
"V3046413",0.0831092498779112,"V3046","5","RF","14"
"V3047413",0.138952199675303,"V3047","5","RF","14"
"V3048413",0.284022801421895,"V3048","5","RF","14"
"V3049413",0.19076974442356,"V3049","5","RF","14"
"V3050413",0.239052302418413,"V3050","5","RF","14"
"V3051713",0.358688863423968,"V3051","5","RF","14"
"V3052413",0.129642430501585,"V3052","5","RF","14"
"V3053413",0.126527827771419,"V3053","5","RF","14"
"V3054413",0.107155191981984,"V3054","5","RF","14"
"V3055413",0.196203843313453,"V3055","5","RF","14"
"V3056413",0.167051968216283,"V3056","5","RF","14"
"V3057413",0.278061672628921,"V3057","5","RF","14"
"V3058413",0.17600672191207,"V3058","5","RF","14"
"V3059413",0.330104009496061,"V3059","5","RF","14"
"V3060413",0.133101162721653,"V3060","5","RF","14"
"V3061713",0.270417634531321,"V3061","5","RF","14"
"V3062413",0.219221510699882,"V3062","5","RF","14"
"V3063413",0.243058932888226,"V3063","5","RF","14"
"V3064413",0.297264460762547,"V3064","5","RF","14"
"V3065413",0.25321425649465,"V3065","5","RF","14"
"V3066413",0.250141938272867,"V3066","5","RF","14"
"V3067413",0.145031260684564,"V3067","5","RF","14"
"V3068413",0.065773063845053,"V3068","5","RF","14"
"V3069413",0.101613023869128,"V3069","5","RF","14"
"V3070413",0.114721660637404,"V3070","5","RF","14"
"V3071713",0.212894290291778,"V3071","5","RF","14"
"V3072413",0.126599713759622,"V3072","5","RF","14"
"V3073413",0.132282381524433,"V3073","5","RF","14"
"V3074413",0.225453313969561,"V3074","5","RF","14"
"V3075413",0.228839892039417,"V3075","5","RF","14"
"V3076413",0.162001173091049,"V3076","5","RF","14"
"V3077413",0.0822821249035583,"V3077","5","RF","14"
"V3078413",0.132881243924355,"V3078","5","RF","14"
"V3079413",0.25723182577353,"V3079","5","RF","14"
"V3080413",0.927694424441703,"V3080","5","RF","14"
"V3081713",0.846330465439406,"V3081","5","RF","14"
"V3082413",0.83732524904526,"V3082","5","RF","14"
"V3083413",0.417070087768996,"V3083","5","RF","14"
"V3084413",0.334551879394101,"V3084","5","RF","14"
"V3085413",0.304993743627606,"V3085","5","RF","14"
"V3086413",0.369436972168251,"V3086","5","RF","14"
"V3087413",0.370635762439881,"V3087","5","RF","14"
"V3088413",0.286667620391564,"V3088","5","RF","14"
"V3089413",0.77026494010116,"V3089","5","RF","14"
"V3090413",0.357877407632436,"V3090","5","RF","14"
"V3091713",0.244992440995232,"V3091","5","RF","14"
"V3092413",0.167530000592856,"V3092","5","RF","14"
"V3093413",0.179986208469983,"V3093","5","RF","14"
"V3094413",0.217822524963613,"V3094","5","RF","14"
"V3095413",0.226806587746834,"V3095","5","RF","14"
"V3096413",0.222454801205757,"V3096","5","RF","14"
"V3097413",0.336530239444791,"V3097","5","RF","14"
"V3098413",0.143579303757037,"V3098","5","RF","14"
"V3099413",0.15745065061674,"V3099","5","RF","14"
"V3100713",0.180367746842451,"V3100","5","RF","14"
"V3101713",0.424530619694302,"V3101","5","RF","14"
"V3102413",0.331152778229543,"V3102","5","RF","14"
"V3103413",0.361747969460874,"V3103","5","RF","14"
"V3104413",0.0841363850942979,"V3104","5","RF","14"
"V3105413",0.280125757549148,"V3105","5","RF","14"
"V3106413",0.222913835694934,"V3106","5","RF","14"
"V3107413",0.21198116530451,"V3107","5","RF","14"
"V3108413",0.39317059812287,"V3108","5","RF","14"
"V3109413",0.207310148956976,"V3109","5","RF","14"
"V3110713",0.123666889030325,"V3110","5","RF","14"
"V3111713",0.0281172782277783,"V3111","5","RF","14"
"V3112413",0.1327933808563,"V3112","5","RF","14"
"V3113413",0.0461893765760771,"V3113","5","RF","14"
"V3114413",0.0571183743069184,"V3114","5","RF","14"
"V3115413",0.194268438747784,"V3115","5","RF","14"
"V3116413",0.298692746192124,"V3116","5","RF","14"
"V3117413",0.265188339796446,"V3117","5","RF","14"
"V3118413",0.0869156247805498,"V3118","5","RF","14"
"V3119413",0.31159796909188,"V3119","5","RF","14"
"V3120413",0.350873447245711,"V3120","5","RF","14"
"V3121713",0.640322530248446,"V3121","5","RF","14"
"V3122413",0.559712802514921,"V3122","5","RF","14"
"V3123413",0.121325530925221,"V3123","5","RF","14"
"V3124413",0.172809885650344,"V3124","5","RF","14"
"V3125413",0.255738750784546,"V3125","5","RF","14"
"V3126413",0.371701395387825,"V3126","5","RF","14"
"V3127413",0.228305388407421,"V3127","5","RF","14"
"V3128413",0.14718325553254,"V3128","5","RF","14"
"V3129413",0.236926123311325,"V3129","5","RF","14"
"V3130413",0.063514612852263,"V3130","5","RF","14"
"V3131713",0.112200560248562,"V3131","5","RF","14"
"V3132413",0.195039257281913,"V3132","5","RF","14"
"V3133413",0.112025753695224,"V3133","5","RF","14"
"V3134413",0.22136284889592,"V3134","5","RF","14"
"V3135413",0.176485043865836,"V3135","5","RF","14"
"V3136413",0.17818820144301,"V3136","5","RF","14"
"V3137413",0.101258670472565,"V3137","5","RF","14"
"V3138413",0.135319957896334,"V3138","5","RF","14"
"V3139413",0.137040851263231,"V3139","5","RF","14"
"V3140413",0.120859610765359,"V3140","5","RF","14"
"V3141713",0.129579127237493,"V3141","5","RF","14"
"V3142413",0.20988660761321,"V3142","5","RF","14"
"V3143413",0.120264768190129,"V3143","5","RF","14"
"V3144413",0.250644854468709,"V3144","5","RF","14"
"V3145413",0.249032104516677,"V3145","5","RF","14"
"V3146413",0.127500188967151,"V3146","5","RF","14"
"V3147413",0.102828863541699,"V3147","5","RF","14"
"V3148413",0.101900655441687,"V3148","5","RF","14"
"V3149413",0.213897042675963,"V3149","5","RF","14"
"V3150413",0.249662997296662,"V3150","5","RF","14"
"V3151713",0.170048287794808,"V3151","5","RF","14"
"V3152413",0.205291084850346,"V3152","5","RF","14"
"V3153413",0.118509626143053,"V3153","5","RF","14"
"V3154413",0.16575059936492,"V3154","5","RF","14"
"V3155413",0.0863342517200726,"V3155","5","RF","14"
"V3156413",0.0972291518887678,"V3156","5","RF","14"
"V3157413",0.108596517391092,"V3157","5","RF","14"
"V3158413",0.0886155761962704,"V3158","5","RF","14"
"V3159413",0.0943044548976663,"V3159","5","RF","14"
"V3160413",0.0567747648832776,"V3160","5","RF","14"
"V3161713",0.129821519872649,"V3161","5","RF","14"
"V3162413",0.0936425053717674,"V3162","5","RF","14"
"V3163413",0.144983524374674,"V3163","5","RF","14"
"V3164413",0.152499640861771,"V3164","5","RF","14"
"V3165413",0.232666852561716,"V3165","5","RF","14"
"V3166413",0.253319427613653,"V3166","5","RF","14"
"V3167413",0.0955920845742659,"V3167","5","RF","14"
"V3168413",0.0776567408992418,"V3168","5","RF","14"
"V3169413",0.243018650987748,"V3169","5","RF","14"
"V3170413",0.291647044986546,"V3170","5","RF","14"
"V3171713",0.25705069422125,"V3171","5","RF","14"
"V3172413",0.229453211221307,"V3172","5","RF","14"
"V3173413",0.280585916978825,"V3173","5","RF","14"
"V3174413",0.154426218051387,"V3174","5","RF","14"
"V3175413",0.189069659372691,"V3175","5","RF","14"
"V3176413",0.229204192086078,"V3176","5","RF","14"
"V3177413",0.217717610404727,"V3177","5","RF","14"
"V3178413",0.267028838472422,"V3178","5","RF","14"
"V3179413",0.366963268566243,"V3179","5","RF","14"
"V3180413",0.0871278983296151,"V3180","5","RF","14"
"V3181713",0.119514911450296,"V3181","5","RF","14"
"V3182413",0.145885828560506,"V3182","5","RF","14"
"V3183413",0.0735327628842378,"V3183","5","RF","14"
"V3184413",0.154077963406051,"V3184","5","RF","14"
"V3185413",0.0950676373208826,"V3185","5","RF","14"
"V3186413",0.185831343724576,"V3186","5","RF","14"
"V3187413",0.0835475091466194,"V3187","5","RF","14"
"V3188413",0.107720030927497,"V3188","5","RF","14"
"V3189413",0.0936253535028828,"V3189","5","RF","14"
"V3190413",0.111856984573061,"V3190","5","RF","14"
"V3191713",0.0533763106210646,"V3191","5","RF","14"
"V3192413",0.0963307629107717,"V3192","5","RF","14"
"V3193413",0.251089755507051,"V3193","5","RF","14"
"V3194413",0.0761147097691484,"V3194","5","RF","14"
"V3195413",0.140584139921018,"V3195","5","RF","14"
"V3196413",0.133574980781403,"V3196","5","RF","14"
"V3197413",0.0816291994623905,"V3197","5","RF","14"
"V3198413",0.0535079457947338,"V3198","5","RF","14"
"V3199413",0.0866740991111519,"V3199","5","RF","14"
"V3200413",0.100068351572935,"V3200","5","RF","14"
"V3201713",0.180467920752426,"V3201","5","RF","14"
"V3202413",0.178713894798053,"V3202","5","RF","14"
"V3203413",0.227492862312475,"V3203","5","RF","14"
"V3204413",0.144724932378478,"V3204","5","RF","14"
"V3205413",0.0747920847180794,"V3205","5","RF","14"
"V3206413",0.0970774866091831,"V3206","5","RF","14"
"V3207413",0.290610855133681,"V3207","5","RF","14"
"V3208413",0.208377873501507,"V3208","5","RF","14"
"V3209413",0.179478140344054,"V3209","5","RF","14"
"V3210713",0.109855854682262,"V3210","5","RF","14"
"V3211713",0.162686556765749,"V3211","5","RF","14"
"V3212413",0.179252652753526,"V3212","5","RF","14"
"V3213413",0.209832604421583,"V3213","5","RF","14"
"V3214413",0.218681541236508,"V3214","5","RF","14"
"V3215413",0.0673513937176506,"V3215","5","RF","14"
"V3216413",0.110505613635783,"V3216","5","RF","14"
