"","Overall","marker","n.fold","method","variable"
"V260953",0,"V2609","1","DT","16"
"V261081",0,"V2610","1","DT","16"
"V261187",0,"V2611","1","DT","16"
"V261254",0,"V2612","1","DT","16"
"V261353",0,"V2613","1","DT","16"
"V261453",0,"V2614","1","DT","16"
"V261553",0,"V2615","1","DT","16"
"V261653",0,"V2616","1","DT","16"
"V261753",0,"V2617","1","DT","16"
"V261853",0,"V2618","1","DT","16"
"V261953",0,"V2619","1","DT","16"
"V262053",0,"V2620","1","DT","16"
"V262185",0,"V2621","1","DT","16"
"V262253",0,"V2622","1","DT","16"
"V262353",0,"V2623","1","DT","16"
"V262453",0,"V2624","1","DT","16"
"V262553",0,"V2625","1","DT","16"
"V262653",0,"V2626","1","DT","16"
"V262753",0,"V2627","1","DT","16"
"V262853",0,"V2628","1","DT","16"
"V262953",0,"V2629","1","DT","16"
"V263053",0,"V2630","1","DT","16"
"V263184",0,"V2631","1","DT","16"
"V263253",0,"V2632","1","DT","16"
"V263353",0,"V2633","1","DT","16"
"V263453",0,"V2634","1","DT","16"
"V263553",0,"V2635","1","DT","16"
"V263653",0,"V2636","1","DT","16"
"V263753",0,"V2637","1","DT","16"
"V263853",0,"V2638","1","DT","16"
"V263953",0,"V2639","1","DT","16"
"V264053",0,"V2640","1","DT","16"
"V264184",0,"V2641","1","DT","16"
"V264253",0,"V2642","1","DT","16"
"V264353",0,"V2643","1","DT","16"
"V264453",0,"V2644","1","DT","16"
"V264553",0,"V2645","1","DT","16"
"V264653",0,"V2646","1","DT","16"
"V264753",0,"V2647","1","DT","16"
"V264853",0,"V2648","1","DT","16"
"V264953",0,"V2649","1","DT","16"
"V265053",0,"V2650","1","DT","16"
"V265184",0,"V2651","1","DT","16"
"V265253",0,"V2652","1","DT","16"
"V265353",0,"V2653","1","DT","16"
"V265453",0,"V2654","1","DT","16"
"V265553",0,"V2655","1","DT","16"
"V265653",0,"V2656","1","DT","16"
"V265753",0,"V2657","1","DT","16"
"V265853",0,"V2658","1","DT","16"
"V265953",0,"V2659","1","DT","16"
"V266053",0,"V2660","1","DT","16"
"V266184",0,"V2661","1","DT","16"
"V266253",0,"V2662","1","DT","16"
"V266353",0,"V2663","1","DT","16"
"V266453",0,"V2664","1","DT","16"
"V266553",0,"V2665","1","DT","16"
"V266653",0,"V2666","1","DT","16"
"V266753",0,"V2667","1","DT","16"
"V266853",0,"V2668","1","DT","16"
"V266953",0,"V2669","1","DT","16"
"V267053",0,"V2670","1","DT","16"
"V267184",0,"V2671","1","DT","16"
"V267253",0,"V2672","1","DT","16"
"V267353",0,"V2673","1","DT","16"
"V267453",0,"V2674","1","DT","16"
"V267553",0,"V2675","1","DT","16"
"V267653",0,"V2676","1","DT","16"
"V267753",0,"V2677","1","DT","16"
"V267853",0,"V2678","1","DT","16"
"V267953",0,"V2679","1","DT","16"
"V268053",0,"V2680","1","DT","16"
"V268184",0,"V2681","1","DT","16"
"V268253",0,"V2682","1","DT","16"
"V268353",0,"V2683","1","DT","16"
"V268753",0,"V2687","1","DT","16"
"V268853",0,"V2688","1","DT","16"
"V268953",0,"V2689","1","DT","16"
"V269253",0,"V2692","1","DT","16"
"V269353",0,"V2693","1","DT","16"
"V269453",0,"V2694","1","DT","16"
"V269553",0,"V2695","1","DT","16"
"V269653",0,"V2696","1","DT","16"
"V269753",0,"V2697","1","DT","16"
"V269853",0,"V2698","1","DT","16"
"V269953",0,"V2699","1","DT","16"
"V270053",0,"V2700","1","DT","16"
"V270184",0,"V2701","1","DT","16"
"V270253",0,"V2702","1","DT","16"
"V270353",0,"V2703","1","DT","16"
"V270453",0,"V2704","1","DT","16"
"V270553",0,"V2705","1","DT","16"
"V270653",0,"V2706","1","DT","16"
"V270753",0,"V2707","1","DT","16"
"V270853",0,"V2708","1","DT","16"
"V270953",0,"V2709","1","DT","16"
"V271081",0,"V2710","1","DT","16"
"V271187",0,"V2711","1","DT","16"
"V271254",0,"V2712","1","DT","16"
"V271353",0,"V2713","1","DT","16"
"V271453",0,"V2714","1","DT","16"
"V271553",0,"V2715","1","DT","16"
"V271653",0,"V2716","1","DT","16"
"V271753",0,"V2717","1","DT","16"
"V271853",0,"V2718","1","DT","16"
"V271953",0,"V2719","1","DT","16"
"V272053",0,"V2720","1","DT","16"
"V272185",0,"V2721","1","DT","16"
"V272253",0,"V2722","1","DT","16"
"V272353",0,"V2723","1","DT","16"
"V272453",0,"V2724","1","DT","16"
"V272553",0,"V2725","1","DT","16"
"V272653",0,"V2726","1","DT","16"
"V272753",0,"V2727","1","DT","16"
"V272853",0,"V2728","1","DT","16"
"V272953",0,"V2729","1","DT","16"
"V273053",0,"V2730","1","DT","16"
"V273184",0,"V2731","1","DT","16"
"V273253",0,"V2732","1","DT","16"
"V273353",0,"V2733","1","DT","16"
"V273553",0,"V2735","1","DT","16"
"V273653",0,"V2736","1","DT","16"
"V273753",0,"V2737","1","DT","16"
"V273853",0,"V2738","1","DT","16"
"V273953",0,"V2739","1","DT","16"
"V274053",0,"V2740","1","DT","16"
"V274184",0,"V2741","1","DT","16"
"V274653",0,"V2746","1","DT","16"
"V274753",0,"V2747","1","DT","16"
"V274853",0,"V2748","1","DT","16"
"V274953",0,"V2749","1","DT","16"
"V275053",0,"V2750","1","DT","16"
"V275184",0,"V2751","1","DT","16"
"V275253",0,"V2752","1","DT","16"
"V275353",0,"V2753","1","DT","16"
"V275453",0,"V2754","1","DT","16"
"V275553",0,"V2755","1","DT","16"
"V275653",0,"V2756","1","DT","16"
"V275753",0,"V2757","1","DT","16"
"V275853",0,"V2758","1","DT","16"
"V275953",0,"V2759","1","DT","16"
"V276053",0,"V2760","1","DT","16"
"V276184",0,"V2761","1","DT","16"
"V276253",0,"V2762","1","DT","16"
"V276353",0,"V2763","1","DT","16"
"V276453",0,"V2764","1","DT","16"
"V276553",0,"V2765","1","DT","16"
"V276653",0,"V2766","1","DT","16"
"V276753",0,"V2767","1","DT","16"
"V276853",0,"V2768","1","DT","16"
"V276953",0,"V2769","1","DT","16"
"V277053",0,"V2770","1","DT","16"
"V277184",0,"V2771","1","DT","16"
"V277253",0,"V2772","1","DT","16"
"V277353",0,"V2773","1","DT","16"
"V277453",0,"V2774","1","DT","16"
"V277553",0,"V2775","1","DT","16"
"V277653",0,"V2776","1","DT","16"
"V277753",0,"V2777","1","DT","16"
"V277853",0,"V2778","1","DT","16"
"V277953",0,"V2779","1","DT","16"
"V278053",0,"V2780","1","DT","16"
"V278184",0,"V2781","1","DT","16"
"V278253",0,"V2782","1","DT","16"
"V278353",0,"V2783","1","DT","16"
"V278453",0,"V2784","1","DT","16"
"V278553",0,"V2785","1","DT","16"
"V278653",0,"V2786","1","DT","16"
"V278753",0,"V2787","1","DT","16"
"V278853",0,"V2788","1","DT","16"
"V278953",0,"V2789","1","DT","16"
"V279053",0,"V2790","1","DT","16"
"V279184",0,"V2791","1","DT","16"
"V279253",0,"V2792","1","DT","16"
"V279353",0,"V2793","1","DT","16"
"V279453",0,"V2794","1","DT","16"
"V279553",0,"V2795","1","DT","16"
"V279653",0,"V2796","1","DT","16"
"V279753",0,"V2797","1","DT","16"
"V279853",0,"V2798","1","DT","16"
"V279953",0,"V2799","1","DT","16"
"V280053",0,"V2800","1","DT","16"
"V280184",0,"V2801","1","DT","16"
"V280253",0,"V2802","1","DT","16"
"V280353",0,"V2803","1","DT","16"
"V280453",0,"V2804","1","DT","16"
"V280553",0,"V2805","1","DT","16"
"V280653",0,"V2806","1","DT","16"
"V280753",0,"V2807","1","DT","16"
"V280853",0,"V2808","1","DT","16"
"V280953",0,"V2809","1","DT","16"
"V281081",0,"V2810","1","DT","16"
"V281187",0,"V2811","1","DT","16"
"V281254",0,"V2812","1","DT","16"
"V281353",0,"V2813","1","DT","16"
"V281453",0,"V2814","1","DT","16"
"V281553",0,"V2815","1","DT","16"
"V281653",0,"V2816","1","DT","16"
"V281753",0,"V2817","1","DT","16"
"V281853",0,"V2818","1","DT","16"
"V281953",0,"V2819","1","DT","16"
"V282053",0,"V2820","1","DT","16"
"V282185",0,"V2821","1","DT","16"
"V282253",0,"V2822","1","DT","16"
"V282353",0,"V2823","1","DT","16"
"V282453",0,"V2824","1","DT","16"
"V282553",0,"V2825","1","DT","16"
"V282653",0,"V2826","1","DT","16"
"V282753",0,"V2827","1","DT","16"
"V282853",0,"V2828","1","DT","16"
"V282953",0,"V2829","1","DT","16"
"V283053",0,"V2830","1","DT","16"
"V283184",0,"V2831","1","DT","16"
"V283253",0,"V2832","1","DT","16"
"V283353",0,"V2833","1","DT","16"
"V283453",0,"V2834","1","DT","16"
"V283553",0,"V2835","1","DT","16"
"V283653",0,"V2836","1","DT","16"
"V283753",0,"V2837","1","DT","16"
"V283853",0,"V2838","1","DT","16"
"V283953",0,"V2839","1","DT","16"
"V284053",0,"V2840","1","DT","16"
"V284184",0,"V2841","1","DT","16"
"V284253",0,"V2842","1","DT","16"
"V284353",0,"V2843","1","DT","16"
"V284453",0,"V2844","1","DT","16"
"V284553",0,"V2845","1","DT","16"
"V284653",0,"V2846","1","DT","16"
"V284753",0,"V2847","1","DT","16"
"V284853",0,"V2848","1","DT","16"
"V284953",0,"V2849","1","DT","16"
"V285053",0,"V2850","1","DT","16"
"V285184",0,"V2851","1","DT","16"
"V285253",0,"V2852","1","DT","16"
"V285353",0,"V2853","1","DT","16"
"V285453",0,"V2854","1","DT","16"
"V285553",0,"V2855","1","DT","16"
"V285653",0,"V2856","1","DT","16"
"V285753",0,"V2857","1","DT","16"
"V285853",0,"V2858","1","DT","16"
"V285953",0,"V2859","1","DT","16"
"V286053",0,"V2860","1","DT","16"
"V286184",0,"V2861","1","DT","16"
"V286253",0,"V2862","1","DT","16"
"V286353",0,"V2863","1","DT","16"
"V286453",0,"V2864","1","DT","16"
"V286553",0,"V2865","1","DT","16"
"V286653",0,"V2866","1","DT","16"
"V286753",0,"V2867","1","DT","16"
"V286853",0,"V2868","1","DT","16"
"V286953",0,"V2869","1","DT","16"
"V287053",0,"V2870","1","DT","16"
"V287184",0,"V2871","1","DT","16"
"V287253",0,"V2872","1","DT","16"
"V287353",0,"V2873","1","DT","16"
"V287453",0,"V2874","1","DT","16"
"V287553",0,"V2875","1","DT","16"
"V287653",0,"V2876","1","DT","16"
"V287753",0,"V2877","1","DT","16"
"V287853",0,"V2878","1","DT","16"
"V287953",0,"V2879","1","DT","16"
"V288053",0,"V2880","1","DT","16"
"V288184",0,"V2881","1","DT","16"
"V288253",0,"V2882","1","DT","16"
"V288353",0,"V2883","1","DT","16"
"V288453",0,"V2884","1","DT","16"
"V288553",0,"V2885","1","DT","16"
"V288653",0,"V2886","1","DT","16"
"V288753",0,"V2887","1","DT","16"
"V288853",0,"V2888","1","DT","16"
"V288953",0,"V2889","1","DT","16"
"V289053",0,"V2890","1","DT","16"
"V289184",0,"V2891","1","DT","16"
"V289253",0,"V2892","1","DT","16"
"V289353",0,"V2893","1","DT","16"
"V289453",0,"V2894","1","DT","16"
"V289553",0,"V2895","1","DT","16"
"V289653",0,"V2896","1","DT","16"
"V289753",0,"V2897","1","DT","16"
"V289853",0,"V2898","1","DT","16"
"V289953",0,"V2899","1","DT","16"
"V290053",0,"V2900","1","DT","16"
"V290184",0,"V2901","1","DT","16"
"V290253",0,"V2902","1","DT","16"
"V290353",0,"V2903","1","DT","16"
"V290453",0,"V2904","1","DT","16"
"V290553",0,"V2905","1","DT","16"
"V290653",0,"V2906","1","DT","16"
"V290753",0,"V2907","1","DT","16"
"V290853",0,"V2908","1","DT","16"
"V290953",0,"V2909","1","DT","16"
"V291081",0,"V2910","1","DT","16"
"V291187",0,"V2911","1","DT","16"
"V291254",0,"V2912","1","DT","16"
"V291353",0,"V2913","1","DT","16"
"V291453",0,"V2914","1","DT","16"
"V291553",0,"V2915","1","DT","16"
"V291653",0,"V2916","1","DT","16"
"V291753",0,"V2917","1","DT","16"
"V291853",0,"V2918","1","DT","16"
"V291953",0,"V2919","1","DT","16"
"V292053",0,"V2920","1","DT","16"
"V292185",0,"V2921","1","DT","16"
"V292253",0,"V2922","1","DT","16"
"V292353",0,"V2923","1","DT","16"
"V292453",0,"V2924","1","DT","16"
"V292553",0,"V2925","1","DT","16"
"V292653",0,"V2926","1","DT","16"
"V292753",0,"V2927","1","DT","16"
"V292853",0,"V2928","1","DT","16"
"V292953",0,"V2929","1","DT","16"
"V293053",0,"V2930","1","DT","16"
"V293184",0,"V2931","1","DT","16"
"V293253",0,"V2932","1","DT","16"
"V293353",0,"V2933","1","DT","16"
"V293453",0,"V2934","1","DT","16"
"V293553",0,"V2935","1","DT","16"
"V293653",0,"V2936","1","DT","16"
"V293753",0,"V2937","1","DT","16"
"V293853",0,"V2938","1","DT","16"
"V293953",0,"V2939","1","DT","16"
"V294053",0,"V2940","1","DT","16"
"V294184",0,"V2941","1","DT","16"
"V294253",0,"V2942","1","DT","16"
"V294353",0,"V2943","1","DT","16"
"V294453",0,"V2944","1","DT","16"
"V294553",0,"V2945","1","DT","16"
"V294653",0,"V2946","1","DT","16"
"V294753",0,"V2947","1","DT","16"
"V294853",0,"V2948","1","DT","16"
"V294953",0,"V2949","1","DT","16"
"V295053",0,"V2950","1","DT","16"
"V295184",0,"V2951","1","DT","16"
"V295253",0,"V2952","1","DT","16"
"V295353",0,"V2953","1","DT","16"
"V295453",0,"V2954","1","DT","16"
"V295553",0,"V2955","1","DT","16"
"V295653",0,"V2956","1","DT","16"
"V295753",0,"V2957","1","DT","16"
"V295853",0,"V2958","1","DT","16"
"V295953",0,"V2959","1","DT","16"
"V296053",0,"V2960","1","DT","16"
"V296184",0,"V2961","1","DT","16"
"V296253",0,"V2962","1","DT","16"
"V296353",0,"V2963","1","DT","16"
"V296453",0,"V2964","1","DT","16"
"V296553",0,"V2965","1","DT","16"
"V296653",0,"V2966","1","DT","16"
"V296753",0,"V2967","1","DT","16"
"V296853",0,"V2968","1","DT","16"
"V296953",0,"V2969","1","DT","16"
"V297053",0,"V2970","1","DT","16"
"V297184",0,"V2971","1","DT","16"
"V297253",0,"V2972","1","DT","16"
"V297353",0,"V2973","1","DT","16"
"V297453",0,"V2974","1","DT","16"
"V297553",0,"V2975","1","DT","16"
"V297653",0,"V2976","1","DT","16"
"V297753",0,"V2977","1","DT","16"
"V297853",0,"V2978","1","DT","16"
"V297953",0,"V2979","1","DT","16"
"V298053",0,"V2980","1","DT","16"
"V298184",0,"V2981","1","DT","16"
"V298253",0,"V2982","1","DT","16"
"V298353",0,"V2983","1","DT","16"
"V298453",0,"V2984","1","DT","16"
"V298553",0,"V2985","1","DT","16"
"V298653",0,"V2986","1","DT","16"
"V298753",0,"V2987","1","DT","16"
"V298853",0,"V2988","1","DT","16"
"V298953",0,"V2989","1","DT","16"
"V299053",0,"V2990","1","DT","16"
"V299184",0,"V2991","1","DT","16"
"V299253",0,"V2992","1","DT","16"
"V299353",0,"V2993","1","DT","16"
"V299453",0,"V2994","1","DT","16"
"V299553",0,"V2995","1","DT","16"
"V299653",0,"V2996","1","DT","16"
"V299753",0,"V2997","1","DT","16"
"V299853",0,"V2998","1","DT","16"
"V299953",0,"V2999","1","DT","16"
"V300053",0,"V3000","1","DT","16"
"V300184",0,"V3001","1","DT","16"
"V300253",0,"V3002","1","DT","16"
"V300353",0,"V3003","1","DT","16"
"V300453",0,"V3004","1","DT","16"
"V300553",0,"V3005","1","DT","16"
"V300653",0,"V3006","1","DT","16"
"V300753",0,"V3007","1","DT","16"
"V300853",0,"V3008","1","DT","16"
"V300953",0,"V3009","1","DT","16"
"V301081",0,"V3010","1","DT","16"
"V301187",0,"V3011","1","DT","16"
"V301254",0,"V3012","1","DT","16"
"V301353",0,"V3013","1","DT","16"
"V301453",0,"V3014","1","DT","16"
"V301553",0,"V3015","1","DT","16"
"V301653",0,"V3016","1","DT","16"
"V301753",0,"V3017","1","DT","16"
"V301853",0,"V3018","1","DT","16"
"V301953",0,"V3019","1","DT","16"
"V302053",0,"V3020","1","DT","16"
"V302185",0,"V3021","1","DT","16"
"V302253",0,"V3022","1","DT","16"
"V302353",0,"V3023","1","DT","16"
"V302453",0,"V3024","1","DT","16"
"V302553",0,"V3025","1","DT","16"
"V302653",0,"V3026","1","DT","16"
"V302753",0,"V3027","1","DT","16"
"V302853",0,"V3028","1","DT","16"
"V302953",0,"V3029","1","DT","16"
"V303053",0,"V3030","1","DT","16"
"V303184",0,"V3031","1","DT","16"
"V303253",0,"V3032","1","DT","16"
"V303353",0,"V3033","1","DT","16"
"V303453",0,"V3034","1","DT","16"
"V303553",0,"V3035","1","DT","16"
"V303653",0,"V3036","1","DT","16"
"V303753",0,"V3037","1","DT","16"
"V303853",0,"V3038","1","DT","16"
"V303953",0,"V3039","1","DT","16"
"V304053",0,"V3040","1","DT","16"
"V304184",0,"V3041","1","DT","16"
"V304253",0,"V3042","1","DT","16"
"V304353",0,"V3043","1","DT","16"
"V304453",0,"V3044","1","DT","16"
"V304553",0,"V3045","1","DT","16"
"V304653",0,"V3046","1","DT","16"
"V304753",0,"V3047","1","DT","16"
"V304853",0,"V3048","1","DT","16"
"V304953",0,"V3049","1","DT","16"
"V305053",0,"V3050","1","DT","16"
"V305184",0,"V3051","1","DT","16"
"V305253",0,"V3052","1","DT","16"
"V305353",0,"V3053","1","DT","16"
"V305453",0,"V3054","1","DT","16"
"V305553",0,"V3055","1","DT","16"
"V305653",0,"V3056","1","DT","16"
"V305753",0,"V3057","1","DT","16"
"V305853",0,"V3058","1","DT","16"
"V305953",0,"V3059","1","DT","16"
"V306053",0,"V3060","1","DT","16"
"V306184",0,"V3061","1","DT","16"
"V306253",0,"V3062","1","DT","16"
"V306353",0,"V3063","1","DT","16"
"V306453",0,"V3064","1","DT","16"
"V306553",0,"V3065","1","DT","16"
"V306653",0,"V3066","1","DT","16"
"V306753",0,"V3067","1","DT","16"
"V306853",0,"V3068","1","DT","16"
"V306953",0,"V3069","1","DT","16"
"V307053",0,"V3070","1","DT","16"
"V307184",0,"V3071","1","DT","16"
"V307253",0,"V3072","1","DT","16"
"V307353",0,"V3073","1","DT","16"
"V307453",0,"V3074","1","DT","16"
"V307553",0,"V3075","1","DT","16"
"V307653",0,"V3076","1","DT","16"
"V307753",0,"V3077","1","DT","16"
"V307853",0,"V3078","1","DT","16"
"V307953",0,"V3079","1","DT","16"
"V308053",0,"V3080","1","DT","16"
"V308184",0,"V3081","1","DT","16"
"V308753",0,"V3087","1","DT","16"
"V308853",0,"V3088","1","DT","16"
"V308953",0,"V3089","1","DT","16"
"V309053",0,"V3090","1","DT","16"
"V309184",0,"V3091","1","DT","16"
"V309253",0,"V3092","1","DT","16"
"V309353",0,"V3093","1","DT","16"
"V309453",0,"V3094","1","DT","16"
"V309553",0,"V3095","1","DT","16"
"V309653",0,"V3096","1","DT","16"
"V309753",0,"V3097","1","DT","16"
"V309853",0,"V3098","1","DT","16"
"V309953",0,"V3099","1","DT","16"
"V310081",0,"V3100","1","DT","16"
"V310187",0,"V3101","1","DT","16"
"V310254",0,"V3102","1","DT","16"
"V310353",0,"V3103","1","DT","16"
"V310453",0,"V3104","1","DT","16"
"V310553",0,"V3105","1","DT","16"
"V310653",0,"V3106","1","DT","16"
"V310753",0,"V3107","1","DT","16"
"V310853",0,"V3108","1","DT","16"
"V310953",0,"V3109","1","DT","16"
"V311082",0,"V3110","1","DT","16"
"V311187",0,"V3111","1","DT","16"
"V311254",0,"V3112","1","DT","16"
"V311353",0,"V3113","1","DT","16"
"V311453",0,"V3114","1","DT","16"
"V311553",0,"V3115","1","DT","16"
"V311653",0,"V3116","1","DT","16"
"V311753",0,"V3117","1","DT","16"
"V311853",0,"V3118","1","DT","16"
"V311953",0,"V3119","1","DT","16"
"V312053",0,"V3120","1","DT","16"
"V312186",0,"V3121","1","DT","16"
"V312253",0,"V3122","1","DT","16"
"V312353",0,"V3123","1","DT","16"
"V312453",0,"V3124","1","DT","16"
"V312553",0,"V3125","1","DT","16"
"V312653",0,"V3126","1","DT","16"
"V312753",0,"V3127","1","DT","16"
"V312853",0,"V3128","1","DT","16"
"V312953",0,"V3129","1","DT","16"
"V313053",0,"V3130","1","DT","16"
"V313185",0,"V3131","1","DT","16"
"V313253",0,"V3132","1","DT","16"
"V313353",0,"V3133","1","DT","16"
"V313453",0,"V3134","1","DT","16"
"V313553",0,"V3135","1","DT","16"
"V313653",0,"V3136","1","DT","16"
"V313753",0,"V3137","1","DT","16"
"V313853",0,"V3138","1","DT","16"
"V313953",0,"V3139","1","DT","16"
"V314053",0,"V3140","1","DT","16"
"V314184",0,"V3141","1","DT","16"
"V314253",0,"V3142","1","DT","16"
"V314353",0,"V3143","1","DT","16"
"V314453",0,"V3144","1","DT","16"
"V314553",0,"V3145","1","DT","16"
"V314653",0,"V3146","1","DT","16"
"V314753",0,"V3147","1","DT","16"
"V314853",0,"V3148","1","DT","16"
"V314953",0,"V3149","1","DT","16"
"V315053",0,"V3150","1","DT","16"
"V315184",0,"V3151","1","DT","16"
"V315253",0,"V3152","1","DT","16"
"V315353",0,"V3153","1","DT","16"
"V315453",0,"V3154","1","DT","16"
"V315553",0,"V3155","1","DT","16"
"V315653",0,"V3156","1","DT","16"
"V315753",0,"V3157","1","DT","16"
"V315853",0,"V3158","1","DT","16"
"V315953",0,"V3159","1","DT","16"
"V316053",0,"V3160","1","DT","16"
"V316184",0,"V3161","1","DT","16"
"V316253",0,"V3162","1","DT","16"
"V316353",0,"V3163","1","DT","16"
"V316453",0,"V3164","1","DT","16"
"V316553",0,"V3165","1","DT","16"
"V316653",0,"V3166","1","DT","16"
"V316753",0,"V3167","1","DT","16"
"V316853",0,"V3168","1","DT","16"
"V316953",0,"V3169","1","DT","16"
"V317053",0,"V3170","1","DT","16"
"V317184",0,"V3171","1","DT","16"
"V317253",0,"V3172","1","DT","16"
"V317353",0,"V3173","1","DT","16"
"V317453",0,"V3174","1","DT","16"
"V317553",0,"V3175","1","DT","16"
"V317653",0,"V3176","1","DT","16"
"V317753",0,"V3177","1","DT","16"
"V317853",0,"V3178","1","DT","16"
"V317953",0,"V3179","1","DT","16"
"V318053",0,"V3180","1","DT","16"
"V318184",0,"V3181","1","DT","16"
"V318253",0,"V3182","1","DT","16"
"V318353",0,"V3183","1","DT","16"
"V318453",0,"V3184","1","DT","16"
"V318553",0,"V3185","1","DT","16"
"V318653",0,"V3186","1","DT","16"
"V318753",0,"V3187","1","DT","16"
"V318853",0,"V3188","1","DT","16"
"V318953",0,"V3189","1","DT","16"
"V319053",0,"V3190","1","DT","16"
"V319184",0,"V3191","1","DT","16"
"V319253",0,"V3192","1","DT","16"
"V319353",0,"V3193","1","DT","16"
"V319453",0,"V3194","1","DT","16"
"V319553",0,"V3195","1","DT","16"
"V319653",0,"V3196","1","DT","16"
"V319753",0,"V3197","1","DT","16"
"V319853",0,"V3198","1","DT","16"
"V319953",0,"V3199","1","DT","16"
"V320053",0,"V3200","1","DT","16"
"V320184",0,"V3201","1","DT","16"
"V320253",0,"V3202","1","DT","16"
"V320353",0,"V3203","1","DT","16"
"V320453",0,"V3204","1","DT","16"
"V320553",0,"V3205","1","DT","16"
"V320653",0,"V3206","1","DT","16"
"V320753",0,"V3207","1","DT","16"
"V320853",0,"V3208","1","DT","16"
"V320953",0,"V3209","1","DT","16"
"V321081",0,"V3210","1","DT","16"
"V321187",0,"V3211","1","DT","16"
"V321254",0,"V3212","1","DT","16"
"V321353",0,"V3213","1","DT","16"
"V321453",0,"V3214","1","DT","16"
"V321553",0,"V3215","1","DT","16"
"V321653",0,"V3216","1","DT","16"
"V321753",0,"V3217","1","DT","16"
"V321853",0,"V3218","1","DT","16"
"V321953",0,"V3219","1","DT","16"
"V322053",0,"V3220","1","DT","16"
"V322185",0,"V3221","1","DT","16"
"V322253",0,"V3222","1","DT","16"
"V322353",0,"V3223","1","DT","16"
"V322453",0,"V3224","1","DT","16"
"V322553",0,"V3225","1","DT","16"
"V322653",0,"V3226","1","DT","16"
"V322753",0,"V3227","1","DT","16"
"V322853",0,"V3228","1","DT","16"
"V322953",0,"V3229","1","DT","16"
"V323053",0,"V3230","1","DT","16"
"V323184",0,"V3231","1","DT","16"
"V323253",0,"V3232","1","DT","16"
"V323353",0,"V3233","1","DT","16"
"V323453",0,"V3234","1","DT","16"
"V323553",0,"V3235","1","DT","16"
"V323653",0,"V3236","1","DT","16"
"V323753",0,"V3237","1","DT","16"
"V323853",0,"V3238","1","DT","16"
"V323953",0,"V3239","1","DT","16"
"V324053",0,"V3240","1","DT","16"
"V324184",0,"V3241","1","DT","16"
"V324253",0,"V3242","1","DT","16"
"V324353",0,"V3243","1","DT","16"
"V324453",0,"V3244","1","DT","16"
"V324553",0,"V3245","1","DT","16"
"V324653",0,"V3246","1","DT","16"
"V324753",0,"V3247","1","DT","16"
"V324853",0,"V3248","1","DT","16"
"V324953",0,"V3249","1","DT","16"
"V325053",0,"V3250","1","DT","16"
"V325184",0,"V3251","1","DT","16"
"V325253",0,"V3252","1","DT","16"
"V325353",0,"V3253","1","DT","16"
"V325453",0,"V3254","1","DT","16"
"V325553",0,"V3255","1","DT","16"
"V325653",0,"V3256","1","DT","16"
"V325753",0,"V3257","1","DT","16"
"V325853",0,"V3258","1","DT","16"
"V325953",0,"V3259","1","DT","16"
"V326053",0,"V3260","1","DT","16"
"V326184",0,"V3261","1","DT","16"
"V326253",0,"V3262","1","DT","16"
"V326353",0,"V3263","1","DT","16"
"V326453",0,"V3264","1","DT","16"
"V326553",0,"V3265","1","DT","16"
"V326653",0,"V3266","1","DT","16"
"V326753",0,"V3267","1","DT","16"
"V326853",0,"V3268","1","DT","16"
"V326953",0,"V3269","1","DT","16"
"V327053",0,"V3270","1","DT","16"
"V327184",0,"V3271","1","DT","16"
"V327253",0,"V3272","1","DT","16"
"V327353",0,"V3273","1","DT","16"
"V327453",0,"V3274","1","DT","16"
"V327553",0,"V3275","1","DT","16"
"V327653",0,"V3276","1","DT","16"
"V327753",0,"V3277","1","DT","16"
"V327853",0,"V3278","1","DT","16"
"V327953",0,"V3279","1","DT","16"
"V328053",0,"V3280","1","DT","16"
"V328184",0,"V3281","1","DT","16"
"V328253",0,"V3282","1","DT","16"
"V328353",0,"V3283","1","DT","16"
"V328453",0,"V3284","1","DT","16"
"V328553",0,"V3285","1","DT","16"
"V328653",0,"V3286","1","DT","16"
"V328753",0,"V3287","1","DT","16"
"V328853",0,"V3288","1","DT","16"
"V328953",0,"V3289","1","DT","16"
"V329053",0,"V3290","1","DT","16"
"V329184",0,"V3291","1","DT","16"
"V329253",0,"V3292","1","DT","16"
"V329353",0,"V3293","1","DT","16"
"V329453",0,"V3294","1","DT","16"
"V329553",0,"V3295","1","DT","16"
"V329653",0,"V3296","1","DT","16"
"V329753",0,"V3297","1","DT","16"
"V329853",0,"V3298","1","DT","16"
"V329953",0,"V3299","1","DT","16"
"V330053",0,"V3300","1","DT","16"
"V330184",0,"V3301","1","DT","16"
"V330253",0,"V3302","1","DT","16"
"V330353",0,"V3303","1","DT","16"
"V330453",0,"V3304","1","DT","16"
"V330553",0,"V3305","1","DT","16"
"V330653",0,"V3306","1","DT","16"
"V330753",0,"V3307","1","DT","16"
"V330853",0,"V3308","1","DT","16"
"V330953",0,"V3309","1","DT","16"
"V331081",0,"V3310","1","DT","16"
"V331187",0,"V3311","1","DT","16"
"V331254",0,"V3312","1","DT","16"
"V331353",0,"V3313","1","DT","16"
"V331453",0,"V3314","1","DT","16"
"V331553",0,"V3315","1","DT","16"
"V331653",0,"V3316","1","DT","16"
"V331753",0,"V3317","1","DT","16"
"V331853",0,"V3318","1","DT","16"
"V331953",0,"V3319","1","DT","16"
"V332053",0,"V3320","1","DT","16"
"V332185",0,"V3321","1","DT","16"
"V332253",0,"V3322","1","DT","16"
