"","Overall","marker","n.fold","method","variable"
"V741118",0.333256223065103,"V741","2","BAG","15"
"V742117",0.0787996557633079,"V742","2","BAG","15"
"V743116",0.154824540599473,"V743","2","BAG","15"
"V744116",0.200127709299373,"V744","2","BAG","15"
"V745116",0.0249335172564599,"V745","2","BAG","15"
"V746116",0.144882870585709,"V746","2","BAG","15"
"V747116",0.0292641056689121,"V747","2","BAG","15"
"V748116",0.0496542683829874,"V748","2","BAG","15"
"V749116",0.0323078348565917,"V749","2","BAG","15"
"V750116",0.0459058944587349,"V750","2","BAG","15"
"V751118",0.0338558310923429,"V751","2","BAG","15"
"V752117",0.0675659575034254,"V752","2","BAG","15"
"V753116",0.0596749812763069,"V753","2","BAG","15"
"V754116",0.0568004599599455,"V754","2","BAG","15"
"V755116",0.0766269154924607,"V755","2","BAG","15"
"V756116",0.144805622058233,"V756","2","BAG","15"
"V757116",0.0341244485076669,"V757","2","BAG","15"
"V758116",0.0728447256926754,"V758","2","BAG","15"
"V759116",0.0482878927219082,"V759","2","BAG","15"
"V760116",0.0877793842337366,"V760","2","BAG","15"
"V761118",0.0190286735461713,"V761","2","BAG","15"
"V762117",0.0257043084342327,"V762","2","BAG","15"
"V763116",0.0807085284690215,"V763","2","BAG","15"
"V764116",0.0437618870568287,"V764","2","BAG","15"
"V765116",0.0585558534654741,"V765","2","BAG","15"
"V766116",0.0130711005602548,"V766","2","BAG","15"
"V767116",0.0548064264339076,"V767","2","BAG","15"
"V768116",0.0756237098781384,"V768","2","BAG","15"
"V769116",0.0587259263699182,"V769","2","BAG","15"
"V770116",0.0588776495234717,"V770","2","BAG","15"
"V771118",0.113540650893185,"V771","2","BAG","15"
"V772117",0.118814553255279,"V772","2","BAG","15"
"V773116",0.0438538500978656,"V773","2","BAG","15"
"V774116",0.0386802989126746,"V774","2","BAG","15"
"V775116",0.0586055107556356,"V775","2","BAG","15"
"V776116",0.0805950505697987,"V776","2","BAG","15"
"V777116",0.0455073653839394,"V777","2","BAG","15"
"V778116",0.0422805780528651,"V778","2","BAG","15"
"V779116",0.0781717772777349,"V779","2","BAG","15"
"V780116",0.0514440723206091,"V780","2","BAG","15"
"V781118",0.0985082047597446,"V781","2","BAG","15"
"V782117",0.0689655101841632,"V782","2","BAG","15"
"V783116",0.150197239529277,"V783","2","BAG","15"
"V784116",0.0365900264203445,"V784","2","BAG","15"
"V785116",0.0432386083159242,"V785","2","BAG","15"
"V786116",0.0815364355994875,"V786","2","BAG","15"
"V787116",0.150144147818556,"V787","2","BAG","15"
"V788116",0.0502589588524966,"V788","2","BAG","15"
"V789116",0.162144347181244,"V789","2","BAG","15"
"V790116",0.133613061690526,"V790","2","BAG","15"
"V791118",0.0370118925123401,"V791","2","BAG","15"
"V792117",0.0518262350343632,"V792","2","BAG","15"
"V793116",0.0878254009662126,"V793","2","BAG","15"
"V794116",0.0939529307128793,"V794","2","BAG","15"
"V795116",0.103784844215131,"V795","2","BAG","15"
"V796116",0.103527219830644,"V796","2","BAG","15"
"V797116",0.0587357481959041,"V797","2","BAG","15"
"V798116",0.171364788128952,"V798","2","BAG","15"
"V799116",0.0866821507629923,"V799","2","BAG","15"
"V800116",0.412849803507881,"V800","2","BAG","15"
"V801118",0.340367769354782,"V801","2","BAG","15"
"V802117",0.228914919189897,"V802","2","BAG","15"
"V803116",0.287288570001568,"V803","2","BAG","15"
"V804116",0.122344926115087,"V804","2","BAG","15"
"V805116",0.126837145841157,"V805","2","BAG","15"
"V806116",0.0978756725545633,"V806","2","BAG","15"
"V807116",0.0803580608895716,"V807","2","BAG","15"
"V808116",0.12327062102146,"V808","2","BAG","15"
"V809116",0.0716069818907589,"V809","2","BAG","15"
"V810118",0.0311093108844425,"V810","2","BAG","15"
"V811118",0.0690870482062026,"V811","2","BAG","15"
"V812117",0.105641320114417,"V812","2","BAG","15"
"V813116",0.0796175449160818,"V813","2","BAG","15"
"V814116",0.0775569179635766,"V814","2","BAG","15"
"V815116",0.362042054898164,"V815","2","BAG","15"
"V816116",0.203681218514793,"V816","2","BAG","15"
"V817116",0.0510446996022758,"V817","2","BAG","15"
"V818116",0.356645582381909,"V818","2","BAG","15"
"V819116",0.398749819786219,"V819","2","BAG","15"
"V820116",0.415523656208058,"V820","2","BAG","15"
"V821118",0.271099815792715,"V821","2","BAG","15"
"V822117",0.163825766047687,"V822","2","BAG","15"
"V823116",0.107179104065883,"V823","2","BAG","15"
"V824116",0.147788102360194,"V824","2","BAG","15"
"V825116",0.17450718555619,"V825","2","BAG","15"
"V826116",0.135001795700547,"V826","2","BAG","15"
"V827116",0.0867595128037749,"V827","2","BAG","15"
"V828116",0.104905867743211,"V828","2","BAG","15"
"V829116",0.111406699076951,"V829","2","BAG","15"
"V830116",0.0458065274943995,"V830","2","BAG","15"
"V831118",0.135657109052117,"V831","2","BAG","15"
"V832117",0.181287344315615,"V832","2","BAG","15"
"V833116",0.137260253567889,"V833","2","BAG","15"
"V834116",0.18043417760699,"V834","2","BAG","15"
"V835116",0.142497210916742,"V835","2","BAG","15"
"V836116",0.0207965134456789,"V836","2","BAG","15"
"V837116",0.103372986082752,"V837","2","BAG","15"
"V838116",0.0764339334205424,"V838","2","BAG","15"
"V839116",0.0948511704646386,"V839","2","BAG","15"
"V840116",0.0712540548434081,"V840","2","BAG","15"
"V841118",0.139935194993332,"V841","2","BAG","15"
"V842117",0.150665962262828,"V842","2","BAG","15"
"V843116",0.11572238609048,"V843","2","BAG","15"
"V844116",0.0149250877581594,"V844","2","BAG","15"
"V845116",0.0657346106618726,"V845","2","BAG","15"
"V846116",0.0711364746464536,"V846","2","BAG","15"
"V847116",0.358755485433682,"V847","2","BAG","15"
"V848116",0.120047003862814,"V848","2","BAG","15"
"V849116",0.0816827680688951,"V849","2","BAG","15"
"V850116",0.0920478086898381,"V850","2","BAG","15"
"V851118",0.0447943856545775,"V851","2","BAG","15"
"V852117",0.066204261535897,"V852","2","BAG","15"
"V853116",0.267113684924479,"V853","2","BAG","15"
"V854116",0.204570542664184,"V854","2","BAG","15"
"V855116",0.208120932366813,"V855","2","BAG","15"
"V856116",0.101738020448125,"V856","2","BAG","15"
"V857116",0.0761584732084919,"V857","2","BAG","15"
"V858116",0.0689777814359749,"V858","2","BAG","15"
"V859116",0.246348616192079,"V859","2","BAG","15"
"V860116",0.384724401585237,"V860","2","BAG","15"
"V861118",0.319263863550209,"V861","2","BAG","15"
"V862117",0.119677236764838,"V862","2","BAG","15"
"V863116",0.0710663480512976,"V863","2","BAG","15"
"V864116",0.0537202964792323,"V864","2","BAG","15"
"V865116",0.0594394915664452,"V865","2","BAG","15"
"V866116",0.046708286536463,"V866","2","BAG","15"
"V867116",0.0759695270342271,"V867","2","BAG","15"
"V868116",0.108987784955018,"V868","2","BAG","15"
"V869116",0.0660345762163326,"V869","2","BAG","15"
"V870116",0.0509884017720239,"V870","2","BAG","15"
"V871118",0.108311741940077,"V871","2","BAG","15"
"V872117",0.0481633860630363,"V872","2","BAG","15"
"V873116",0.100813062204157,"V873","2","BAG","15"
"V874116",0.176888768457563,"V874","2","BAG","15"
"V875116",0.132974414932129,"V875","2","BAG","15"
"V876116",0.138903354586274,"V876","2","BAG","15"
"V877116",0.0621259812941168,"V877","2","BAG","15"
"V878116",0.0814687735329949,"V878","2","BAG","15"
"V879116",0.0946510977774544,"V879","2","BAG","15"
"V880116",0.0704757935764673,"V880","2","BAG","15"
"V881118",0.0581856086974641,"V881","2","BAG","15"
"V882117",0.144354216097041,"V882","2","BAG","15"
"V883116",0.996196836770955,"V883","2","BAG","15"
"V884116",0.13283854535354,"V884","2","BAG","15"
"V885116",1.3467697416087,"V885","2","BAG","15"
"V886116",0.450368238781724,"V886","2","BAG","15"
"V887116",0.063933896401293,"V887","2","BAG","15"
"V888116",0.283766134399218,"V888","2","BAG","15"
"V889116",0.0326835314642709,"V889","2","BAG","15"
"V890116",0.113674872230574,"V890","2","BAG","15"
"V891118",0.0499491068182134,"V891","2","BAG","15"
"V892117",0.0704761750518673,"V892","2","BAG","15"
"V893116",0.0204781808676064,"V893","2","BAG","15"
"V894116",0.0557225813851135,"V894","2","BAG","15"
"V895116",0.141851840553575,"V895","2","BAG","15"
"V896116",0.0503461661214168,"V896","2","BAG","15"
"V897116",0.068373520777178,"V897","2","BAG","15"
"V898116",0.0679933904510109,"V898","2","BAG","15"
"V899116",0.0674272420985358,"V899","2","BAG","15"
"V900116",0.135621799668359,"V900","2","BAG","15"
"V901118",0.100365686370113,"V901","2","BAG","15"
"V902117",0.071984007362601,"V902","2","BAG","15"
"V903116",0.0517950836510253,"V903","2","BAG","15"
"V904116",0.0815858776811084,"V904","2","BAG","15"
"V905116",0.0579905896742625,"V905","2","BAG","15"
"V906116",0.0881591249194044,"V906","2","BAG","15"
"V907116",0.128074945107513,"V907","2","BAG","15"
"V908116",0.13670435586252,"V908","2","BAG","15"
"V909116",0.51926303066757,"V909","2","BAG","15"
"V910118",0.126997820652592,"V910","2","BAG","15"
"V911118",0.0879374192023514,"V911","2","BAG","15"
"V912117",0.0395991765200116,"V912","2","BAG","15"
"V913116",0.115349449499946,"V913","2","BAG","15"
"V914116",0.040291238764466,"V914","2","BAG","15"
"V915116",0.116185646114686,"V915","2","BAG","15"
"V916116",0.0820988807898137,"V916","2","BAG","15"
"V917116",0.03321827607618,"V917","2","BAG","15"
"V918116",0.110192939627207,"V918","2","BAG","15"
"V919116",0.0990987624532324,"V919","2","BAG","15"
"V920116",0.203880874985567,"V920","2","BAG","15"
"V921118",0.062552534091994,"V921","2","BAG","15"
"V922117",0.0662637782263935,"V922","2","BAG","15"
"V923116",0.163007560370948,"V923","2","BAG","15"
"V924116",0.110866639586061,"V924","2","BAG","15"
"V925116",0.121160946469833,"V925","2","BAG","15"
"V926116",0.133156529869846,"V926","2","BAG","15"
"V927116",0.116372210285037,"V927","2","BAG","15"
"V928116",0.0577521964213008,"V928","2","BAG","15"
"V929116",0.0677632098163009,"V929","2","BAG","15"
"V930116",0.115453552450733,"V930","2","BAG","15"
"V931118",0.216256414639068,"V931","2","BAG","15"
"V932117",0.122511853293437,"V932","2","BAG","15"
"V933116",0.0685901766221964,"V933","2","BAG","15"
"V934116",0.0553372289385527,"V934","2","BAG","15"
"V935116",0.127680761962006,"V935","2","BAG","15"
"V936116",0.0866998979934892,"V936","2","BAG","15"
"V937116",0.0974448852055514,"V937","2","BAG","15"
"V938116",0.030734466916665,"V938","2","BAG","15"
"V939116",0.0553878493814421,"V939","2","BAG","15"
"V940116",0.154662437406567,"V940","2","BAG","15"
"V941118",0.108332662194576,"V941","2","BAG","15"
"V942117",0.078891440279811,"V942","2","BAG","15"
"V943116",0.193550652815054,"V943","2","BAG","15"
"V944116",0.0800202883031454,"V944","2","BAG","15"
"V945116",0.111069103369664,"V945","2","BAG","15"
"V946116",0.0498839314675433,"V946","2","BAG","15"
"V947116",0.0855843033331051,"V947","2","BAG","15"
"V948116",0.0838767996443034,"V948","2","BAG","15"
"V949116",0.0332263383178546,"V949","2","BAG","15"
"V950116",0.0218974531381485,"V950","2","BAG","15"
"V951118",0.114631946594828,"V951","2","BAG","15"
"V952117",0.0522839100603366,"V952","2","BAG","15"
"V953116",0.0610792598169117,"V953","2","BAG","15"
"V954116",0.0435869441077505,"V954","2","BAG","15"
"V955116",0.0626505453725249,"V955","2","BAG","15"
"V956116",0.151843174829184,"V956","2","BAG","15"
"V957116",0.0652191006361733,"V957","2","BAG","15"
"V958116",0.0448671250622983,"V958","2","BAG","15"
"V959116",0.0462832426760445,"V959","2","BAG","15"
"V960116",0.0676285745443749,"V960","2","BAG","15"
"V961118",0.0672623505220074,"V961","2","BAG","15"
"V962117",0.0572613731310369,"V962","2","BAG","15"
"V963116",0.0552365255507205,"V963","2","BAG","15"
"V964116",0.146151712463423,"V964","2","BAG","15"
"V965116",0.048287028889369,"V965","2","BAG","15"
"V966116",0.140469040598848,"V966","2","BAG","15"
"V967116",0.0671396857779322,"V967","2","BAG","15"
"V968116",0.0633552995891007,"V968","2","BAG","15"
"V969116",0.075146134105943,"V969","2","BAG","15"
"V970116",0.0590490624086298,"V970","2","BAG","15"
"V971118",0.135911264395519,"V971","2","BAG","15"
"V972117",0.0370450572258755,"V972","2","BAG","15"
"V973116",0.0540451509971392,"V973","2","BAG","15"
"V974116",0.0660779815551503,"V974","2","BAG","15"
"V975116",0.0902447149073532,"V975","2","BAG","15"
"V976116",0.141717479402538,"V976","2","BAG","15"
"V977116",0.0620695464425992,"V977","2","BAG","15"
"V978116",0.03221963828409,"V978","2","BAG","15"
"V979116",0.136085957338498,"V979","2","BAG","15"
"V980116",0.0696869840575647,"V980","2","BAG","15"
"V981118",0.0424358047608548,"V981","2","BAG","15"
"V982117",0.0482707454923672,"V982","2","BAG","15"
"V983116",0.154025309534951,"V983","2","BAG","15"
"V984116",0.092958307051351,"V984","2","BAG","15"
"V985116",0.0696510145264853,"V985","2","BAG","15"
"V986116",0.0547860746571037,"V986","2","BAG","15"
"V987116",0.092049444887626,"V987","2","BAG","15"
"V988116",0.0469007809925187,"V988","2","BAG","15"
"V989116",0.0182025747864883,"V989","2","BAG","15"
"V990116",0.0227625129336401,"V990","2","BAG","15"
"V991118",0.0255641649047109,"V991","2","BAG","15"
"V992117",0.0745614054241694,"V992","2","BAG","15"
"V993116",0.0404693885390932,"V993","2","BAG","15"
"V994116",0.0816655327156965,"V994","2","BAG","15"
"V995116",0.0448567617462711,"V995","2","BAG","15"
"V996116",0.0489718292283159,"V996","2","BAG","15"
"V997116",0.0575689378257646,"V997","2","BAG","15"
"V998116",0.0579516469106964,"V998","2","BAG","15"
"V999116",0.040526324761364,"V999","2","BAG","15"
"V1000116",0.0448169501415567,"V1000","2","BAG","15"
"V1001118",0.0524488853714644,"V1001","2","BAG","15"
"V1002117",0.0646286255664026,"V1002","2","BAG","15"
"V1003116",0.0755015012134961,"V1003","2","BAG","15"
"V1004116",0.0439649332998768,"V1004","2","BAG","15"
"V1005116",0.0642233374336364,"V1005","2","BAG","15"
"V1006116",0.049312047389826,"V1006","2","BAG","15"
"V1007116",0.0639463288963741,"V1007","2","BAG","15"
"V1008116",0.102435812473631,"V1008","2","BAG","15"
"V1009116",0.0324201906175929,"V1009","2","BAG","15"
"V1010118",0.0248844772062318,"V1010","2","BAG","15"
"V1011118",0.0603706357834763,"V1011","2","BAG","15"
"V1012117",0.0338040628535045,"V1012","2","BAG","15"
"V1013116",0.044874119806756,"V1013","2","BAG","15"
"V1014116",0.0379867944437436,"V1014","2","BAG","15"
"V1015116",0.0717125762690266,"V1015","2","BAG","15"
"V1016116",0.116437665049446,"V1016","2","BAG","15"
"V1017116",0.0352034412296432,"V1017","2","BAG","15"
"V1018116",0.0375696660315668,"V1018","2","BAG","15"
"V1019116",0.030231539778763,"V1019","2","BAG","15"
"V1020116",0.0227555307881291,"V1020","2","BAG","15"
"V1021118",0.0658168446522431,"V1021","2","BAG","15"
"V1022117",0.127493253128065,"V1022","2","BAG","15"
"V1023116",0.056959080820334,"V1023","2","BAG","15"
"V1024116",0.0399433634902707,"V1024","2","BAG","15"
"V1025116",0.0691870299111317,"V1025","2","BAG","15"
"V1026116",0.0380698402014842,"V1026","2","BAG","15"
"V1027116",0.0263114722729862,"V1027","2","BAG","15"
"V1028116",0.0379187716700249,"V1028","2","BAG","15"
"V1029116",0.022416038702852,"V1029","2","BAG","15"
"V1030116",0.0267026046638279,"V1030","2","BAG","15"
"V1031118",0.0311092541215032,"V1031","2","BAG","15"
"V1032117",0.0446558732494563,"V1032","2","BAG","15"
"V1033116",0.0205669659695669,"V1033","2","BAG","15"
"V1034116",0.0334159516257517,"V1034","2","BAG","15"
"V1035116",0.0655786552466625,"V1035","2","BAG","15"
"V1036116",0.0366457982442394,"V1036","2","BAG","15"
"V1037116",0.0528595423076905,"V1037","2","BAG","15"
"V1038116",0.0260367402849619,"V1038","2","BAG","15"
"V1039116",0.0728442137839813,"V1039","2","BAG","15"
"V1040116",0.0524717903769667,"V1040","2","BAG","15"
"V1041118",0.0439662086605365,"V1041","2","BAG","15"
"V1042117",0.0342029978733513,"V1042","2","BAG","15"
"V1043116",0.0451758357033676,"V1043","2","BAG","15"
"V1044116",0.0755556356010126,"V1044","2","BAG","15"
"V1045116",0.183136083558603,"V1045","2","BAG","15"
"V1046116",0.0893066669660527,"V1046","2","BAG","15"
"V1047116",0.16185746025708,"V1047","2","BAG","15"
"V1048116",0.183389461113272,"V1048","2","BAG","15"
"V1049116",0.105169644046316,"V1049","2","BAG","15"
"V1050116",0.116234025641705,"V1050","2","BAG","15"
"V1051118",0.100306502976922,"V1051","2","BAG","15"
"V1052117",0.0777739669861666,"V1052","2","BAG","15"
"V1053116",0.0543110688932287,"V1053","2","BAG","15"
"V1054116",0.127420128067515,"V1054","2","BAG","15"
"V1055116",0.0609490703836989,"V1055","2","BAG","15"
"V1056116",0.0903355344206087,"V1056","2","BAG","15"
"V1057116",0.0722240382929002,"V1057","2","BAG","15"
"V1058116",0.145200665322465,"V1058","2","BAG","15"
"V1059116",0.103380871486026,"V1059","2","BAG","15"
"V1060116",0.0776609282534719,"V1060","2","BAG","15"
"V1061118",0.0704231782186651,"V1061","2","BAG","15"
"V1062117",0.0613933642760421,"V1062","2","BAG","15"
"V1063116",0.0513501159107696,"V1063","2","BAG","15"
"V1064116",0.130506542644894,"V1064","2","BAG","15"
"V1065116",0.0586737722236993,"V1065","2","BAG","15"
"V1066116",0.126620902261078,"V1066","2","BAG","15"
"V1067116",0.149794466982721,"V1067","2","BAG","15"
"V1068116",0.0907884456616238,"V1068","2","BAG","15"
"V1069116",0.104073976005212,"V1069","2","BAG","15"
"V1070116",0.095946797515909,"V1070","2","BAG","15"
"V1071118",0.0956814822796856,"V1071","2","BAG","15"
"V1072117",0.0829787875200663,"V1072","2","BAG","15"
"V1073116",0.0404607644443255,"V1073","2","BAG","15"
"V1074116",0.0533653455832584,"V1074","2","BAG","15"
"V1075116",0.255667677479667,"V1075","2","BAG","15"
"V1076116",0.305895775066577,"V1076","2","BAG","15"
"V1077116",0.0743493091478174,"V1077","2","BAG","15"
"V1078116",0.0439369787832914,"V1078","2","BAG","15"
"V1079116",0.116588813058844,"V1079","2","BAG","15"
"V1080116",0.0716538134074146,"V1080","2","BAG","15"
"V1081118",0.070297360895617,"V1081","2","BAG","15"
"V1082117",0.242639189641407,"V1082","2","BAG","15"
"V1083116",0.20149924087614,"V1083","2","BAG","15"
"V1084116",0.067096564934812,"V1084","2","BAG","15"
"V1085116",0.0667835032577114,"V1085","2","BAG","15"
"V1086116",0.121860819582146,"V1086","2","BAG","15"
"V1087116",0.0460676812221239,"V1087","2","BAG","15"
"V1088116",0.104137832285329,"V1088","2","BAG","15"
"V1089116",0.0954753840051349,"V1089","2","BAG","15"
"V1090116",0.0983880564171078,"V1090","2","BAG","15"
"V1091118",0.0775207307294017,"V1091","2","BAG","15"
"V1092117",0.0747138339055899,"V1092","2","BAG","15"
"V1093116",0.0579223458945233,"V1093","2","BAG","15"
"V1094116",0.121020944574024,"V1094","2","BAG","15"
"V1095116",0.0731470808997827,"V1095","2","BAG","15"
"V1096116",0.0487613399755961,"V1096","2","BAG","15"
"V1097116",0.0834606105642748,"V1097","2","BAG","15"
"V1098116",0.123400276175569,"V1098","2","BAG","15"
"V1099116",0.0374010979782595,"V1099","2","BAG","15"
"V1100118",0.0505549436608193,"V1100","2","BAG","15"
"V1101118",0.0424603614322661,"V1101","2","BAG","15"
"V1102117",0.0724984957077456,"V1102","2","BAG","15"
"V1103116",0.0643456790763662,"V1103","2","BAG","15"
"V1104116",0.0549935818874546,"V1104","2","BAG","15"
"V1105116",0.0359182239854854,"V1105","2","BAG","15"
"V1106116",0.0755667703984957,"V1106","2","BAG","15"
"V1107116",0.0945453518555536,"V1107","2","BAG","15"
"V1108116",0.0333390945687796,"V1108","2","BAG","15"
"V1109116",0.0480505591031158,"V1109","2","BAG","15"
"V1110118",0.0579612140292183,"V1110","2","BAG","15"
"V1111118",0.0289110577611857,"V1111","2","BAG","15"
"V1112117",0.0428762930623502,"V1112","2","BAG","15"
"V1113116",0.0606622007901548,"V1113","2","BAG","15"
"V1114116",0.263041205142846,"V1114","2","BAG","15"
"V1115116",0.0879671962588737,"V1115","2","BAG","15"
"V1116116",0.14133745620522,"V1116","2","BAG","15"
"V1117116",0.076330680320408,"V1117","2","BAG","15"
"V1118116",0.121464972706721,"V1118","2","BAG","15"
"V1119116",0.204869413507969,"V1119","2","BAG","15"
"V1120116",0.121363873201823,"V1120","2","BAG","15"
"V1121118",0.106319522974312,"V1121","2","BAG","15"
"V1122117",0.093493977487235,"V1122","2","BAG","15"
"V1123116",0.0312554608380621,"V1123","2","BAG","15"
"V1124116",0.0481679343892929,"V1124","2","BAG","15"
"V1125116",0.107414176482555,"V1125","2","BAG","15"
"V1126116",0.0720646460828342,"V1126","2","BAG","15"
"V1127116",0.104340689302113,"V1127","2","BAG","15"
"V1128116",0.12023946391584,"V1128","2","BAG","15"
"V1129116",0.174275350420626,"V1129","2","BAG","15"
"V1130116",0.102438328852779,"V1130","2","BAG","15"
"V1131118",0.137183967087962,"V1131","2","BAG","15"
"V1132117",0.388862655889573,"V1132","2","BAG","15"
"V1133116",0.141588563299645,"V1133","2","BAG","15"
"V1134116",0.0643932152118599,"V1134","2","BAG","15"
"V1135116",0.0654671779956962,"V1135","2","BAG","15"
"V1136116",0.142318148235342,"V1136","2","BAG","15"
"V1137116",0.0961951421113824,"V1137","2","BAG","15"
"V1138116",0.208740486339586,"V1138","2","BAG","15"
"V1139116",0.293826989968964,"V1139","2","BAG","15"
"V1140116",0.0648197511815636,"V1140","2","BAG","15"
"V1141118",0.0887791281262437,"V1141","2","BAG","15"
"V1142117",0.27361946203783,"V1142","2","BAG","15"
"V1143116",0.182083502686556,"V1143","2","BAG","15"
"V1144116",0.276815756320454,"V1144","2","BAG","15"
"V1145116",0.108011889857834,"V1145","2","BAG","15"
"V1146116",0.0509502850229299,"V1146","2","BAG","15"
"V1147116",0.0901932977135433,"V1147","2","BAG","15"
"V1148116",0.152972140419645,"V1148","2","BAG","15"
"V1149116",0.0256685917764549,"V1149","2","BAG","15"
"V1150116",0.0472198345417981,"V1150","2","BAG","15"
"V1151118",0.0669751483008602,"V1151","2","BAG","15"
"V1152117",0.0889202533882074,"V1152","2","BAG","15"
"V1153116",0.0802126230482874,"V1153","2","BAG","15"
"V1154116",0.116593263317529,"V1154","2","BAG","15"
"V1155116",0.0723809906625081,"V1155","2","BAG","15"
"V1156116",0.097506128291597,"V1156","2","BAG","15"
"V1157116",0.123694879602896,"V1157","2","BAG","15"
"V1158116",0.0854533769758543,"V1158","2","BAG","15"
"V1159116",0.0415556640404032,"V1159","2","BAG","15"
"V1160116",0.114331254726049,"V1160","2","BAG","15"
"V1161118",0.03450867046187,"V1161","2","BAG","15"
"V1162117",0.0580942311225745,"V1162","2","BAG","15"
"V1163116",0.0636246362936888,"V1163","2","BAG","15"
"V1164116",0.0758115116827491,"V1164","2","BAG","15"
"V1165116",0.0561146962286991,"V1165","2","BAG","15"
"V1166116",0.0607774025184804,"V1166","2","BAG","15"
"V1167116",0.0668615388660501,"V1167","2","BAG","15"
"V1168116",0.0519648560806675,"V1168","2","BAG","15"
"V1169116",0.0520673371982877,"V1169","2","BAG","15"
"V1170116",0.0651249612427742,"V1170","2","BAG","15"
"V1171118",0.103948342018116,"V1171","2","BAG","15"
"V1172117",0.0383847556222771,"V1172","2","BAG","15"
"V1173116",0.0310315740128713,"V1173","2","BAG","15"
"V1174116",0.0600155620092916,"V1174","2","BAG","15"
"V1175116",0.257621673656703,"V1175","2","BAG","15"
"V1176116",0.150174577027683,"V1176","2","BAG","15"
"V1177116",0.065103521794592,"V1177","2","BAG","15"
"V1178116",0.0469090935646482,"V1178","2","BAG","15"
"V1179116",0.0612828943163655,"V1179","2","BAG","15"
"V1180116",0.0916270169025353,"V1180","2","BAG","15"
"V1181118",0.265408890675354,"V1181","2","BAG","15"
"V1182117",0.212577732407667,"V1182","2","BAG","15"
"V1183116",0.0798888164079457,"V1183","2","BAG","15"
"V1184116",0.13402292111085,"V1184","2","BAG","15"
"V1185116",0.0940761212777172,"V1185","2","BAG","15"
"V1186116",0.0849337715709115,"V1186","2","BAG","15"
"V1187116",0.0676399447921422,"V1187","2","BAG","15"
"V1188116",0.0660706279258821,"V1188","2","BAG","15"
"V1189116",0.0985732864060916,"V1189","2","BAG","15"
"V1190116",0.148832561759657,"V1190","2","BAG","15"
"V1191118",0.0989817670965197,"V1191","2","BAG","15"
"V1192117",0.121623963085696,"V1192","2","BAG","15"
"V1193116",0.0796350619339579,"V1193","2","BAG","15"
"V1194116",0.106183397288366,"V1194","2","BAG","15"
"V1195116",0.215511882432266,"V1195","2","BAG","15"
"V1196116",0.287036177197913,"V1196","2","BAG","15"
"V1197116",0.0553918107384766,"V1197","2","BAG","15"
"V1198116",0.160809565285937,"V1198","2","BAG","15"
"V1199116",0.140015674767485,"V1199","2","BAG","15"
"V1200116",0.190123510877273,"V1200","2","BAG","15"
"V1201118",0.148908906322627,"V1201","2","BAG","15"
"V1202117",0.141350854082516,"V1202","2","BAG","15"
"V1203116",0.207956464263332,"V1203","2","BAG","15"
"V1204116",0.104744784340391,"V1204","2","BAG","15"
"V1205116",0.092539535090244,"V1205","2","BAG","15"
"V1206116",0.109756279953979,"V1206","2","BAG","15"
"V1207116",0.0687191758907966,"V1207","2","BAG","15"
"V1208116",0.0461406769862605,"V1208","2","BAG","15"
"V1209116",0.0254729514290923,"V1209","2","BAG","15"
"V1210118",0.123006186850551,"V1210","2","BAG","15"
"V1211118",0.088714937606323,"V1211","2","BAG","15"
"V1212117",0.0437993610315408,"V1212","2","BAG","15"
"V1213116",0.0495809300953061,"V1213","2","BAG","15"
"V1214116",0.068336723489059,"V1214","2","BAG","15"
"V1215116",0.0736876614675827,"V1215","2","BAG","15"
"V1216116",0.105356756799847,"V1216","2","BAG","15"
"V1217116",0.0265933890144319,"V1217","2","BAG","15"
"V1218116",0.0732144442191057,"V1218","2","BAG","15"
"V1219116",0.0600984751035655,"V1219","2","BAG","15"
"V1220116",0.0371819692506733,"V1220","2","BAG","15"
"V1221118",0.0598156717453936,"V1221","2","BAG","15"
"V1222117",0.0961518723358625,"V1222","2","BAG","15"
"V1223116",0.114958361942512,"V1223","2","BAG","15"
"V1224116",0.0358888870632968,"V1224","2","BAG","15"
"V1225116",0.0400248091996364,"V1225","2","BAG","15"
"V1226116",0.0863918379649667,"V1226","2","BAG","15"
"V1227116",0.101026964648421,"V1227","2","BAG","15"
"V1228116",0.199961461162815,"V1228","2","BAG","15"
"V1229116",0.17010590748638,"V1229","2","BAG","15"
"V1230116",0.0707066784523836,"V1230","2","BAG","15"
"V1231118",0.106312094851022,"V1231","2","BAG","15"
"V1232117",0.0446220979675495,"V1232","2","BAG","15"
"V1233116",0.0792405333088055,"V1233","2","BAG","15"
"V1234116",0.0538656828558718,"V1234","2","BAG","15"
"V1235116",0.0477986042269121,"V1235","2","BAG","15"
"V1236116",0.0210237298023672,"V1236","2","BAG","15"
"V1237116",0.0769809960817973,"V1237","2","BAG","15"
"V1238116",0.104485429224558,"V1238","2","BAG","15"
"V1239116",0.0805420455715915,"V1239","2","BAG","15"
"V1240116",0.0362866823914609,"V1240","2","BAG","15"
"V1241118",0.0626208554093156,"V1241","2","BAG","15"
"V1242117",0.101193529793421,"V1242","2","BAG","15"
"V1243116",0.203010169438419,"V1243","2","BAG","15"
"V1244116",0.0969433029157337,"V1244","2","BAG","15"
"V1245116",0.14608884984985,"V1245","2","BAG","15"
"V1246116",0.100224758026054,"V1246","2","BAG","15"
"V1247116",0.0962527126397637,"V1247","2","BAG","15"
